i,create_ms,first_exec_ms,destroy_ms,total_ms
0,205.768,82.540,69.206,357.515
1,205.629,84.548,68.406,358.584
2,204.225,81.984,66.080,352.289
3,205.720,84.419,71.147,361.288
4,209.231,84.312,68.883,362.427
5,206.544,85.183,77.827,369.556
6,207.345,82.570,69.359,359.275
7,200.131,85.243,69.511,354.886
8,200.301,85.608,69.016,354.926
9,206.714,84.066,67.374,358.156
10,195.738,81.179,68.550,345.468
11,201.340,83.867,65.413,350.621
12,217.248,83.099,68.572,368.920
13,198.649,84.798,72.685,356.133
14,204.149,81.148,70.006,355.304
15,201.506,82.018,69.534,353.059
16,202.185,81.939,65.445,349.569
17,216.480,83.537,67.290,367.308
18,201.828,86.254,68.651,356.733
19,221.039,85.138,70.485,376.663
20,203.762,84.084,67.775,355.623
21,208.732,81.853,68.777,359.364
22,210.804,83.310,68.849,362.965
23,208.910,81.554,65.995,356.459
24,201.802,86.628,64.162,352.593
25,200.149,86.195,69.228,355.573
26,205.384,82.271,72.188,359.843
27,207.219,81.759,71.764,360.743
28,208.677,85.030,70.023,363.730
29,203.721,82.623,66.792,353.138
30,199.361,83.567,65.355,348.283
31,199.644,83.016,65.490,348.152
32,187.393,83.754,65.096,336.244
33,194.303,83.633,77.904,355.841
34,199.934,83.071,72.303,355.310
35,199.517,84.042,68.795,352.354
36,192.934,84.831,67.535,345.302
37,201.174,86.568,69.313,357.055
38,200.388,87.437,72.396,360.221
39,206.240,87.720,66.870,360.832
40,214.401,81.980,67.390,363.773
41,196.026,81.717,70.497,348.242
42,192.189,82.475,65.351,340.016
43,203.364,84.496,64.098,351.959
44,202.440,85.530,67.495,355.465
45,206.140,86.456,71.187,363.784
46,201.336,82.624,62.355,346.316
47,197.678,84.019,67.180,348.877
48,204.647,82.154,68.158,354.961
49,198.882,84.436,61.573,344.893
50,201.283,84.871,74.563,360.717
51,207.214,85.359,70.718,363.291
52,194.262,82.347,64.972,341.582
53,195.326,81.185,78.917,355.429
54,205.218,82.040,65.581,352.840
55,199.508,85.747,63.955,349.211
56,192.838,88.131,76.459,357.429
57,201.122,84.358,70.449,355.929
58,200.284,84.683,70.458,355.426
59,195.685,82.752,71.148,349.586
60,202.658,82.259,67.645,352.564
61,206.088,84.552,68.285,358.925
62,199.976,87.816,70.881,358.674
63,213.726,85.200,67.583,366.509
64,199.168,83.634,68.516,351.319
65,205.108,81.550,65.626,352.285
66,202.589,83.268,70.625,356.483
67,199.673,83.769,70.372,353.815
68,211.470,84.604,69.808,365.883
69,207.908,81.743,67.297,356.949
70,199.605,86.404,71.711,357.722
71,212.779,84.792,71.452,369.023
72,198.023,84.409,66.168,348.600
73,209.333,85.870,70.339,365.543
74,200.927,84.168,63.801,348.898
75,203.559,85.239,69.335,358.134
76,194.077,88.096,71.537,353.711
77,194.967,87.560,67.051,349.579
78,206.245,81.249,72.115,359.611
79,206.604,83.950,67.554,358.109
80,203.385,83.453,69.409,356.248
81,207.014,82.856,71.515,361.386
82,209.788,81.860,63.290,354.939
83,205.841,81.491,67.405,354.738
84,202.871,86.713,68.363,357.948
85,209.363,84.172,67.676,361.212
86,206.624,83.112,72.276,362.013
87,208.392,82.065,72.063,362.521
88,200.045,84.371,69.531,353.948
89,210.822,81.338,70.951,363.112
90,206.184,83.944,70.444,360.574
91,206.817,87.611,69.211,363.640
92,217.678,85.932,73.419,377.030
93,205.537,85.662,66.826,358.025
94,202.249,82.671,71.044,355.964
95,203.441,83.766,78.349,365.557
96,211.976,85.211,70.585,367.774
97,206.655,84.268,64.537,355.462
98,204.724,82.010,71.717,358.452
99,207.050,83.484,67.321,357.856
100,196.757,82.424,68.084,347.266
101,207.761,85.549,68.138,361.449
102,197.566,84.146,71.761,353.474
103,211.744,82.349,69.920,364.014
104,210.933,84.641,69.062,364.638
105,203.534,82.632,66.827,352.994
106,207.112,83.392,64.929,355.434
107,208.390,83.635,68.273,360.300
108,204.487,85.019,67.856,357.364
109,204.458,85.953,70.485,360.897
110,205.516,84.346,70.499,360.362
111,205.514,84.260,69.715,359.491
112,201.567,83.937,70.425,355.930
113,211.447,91.740,64.730,367.918
114,197.203,82.139,61.808,341.152
115,202.444,84.835,71.941,359.221
116,201.380,83.567,64.486,349.434
117,200.926,84.083,68.681,353.692
118,198.093,80.565,66.000,344.658
119,201.999,80.871,68.623,351.494
120,201.121,82.231,62.084,345.437
121,202.204,82.274,67.104,351.583
122,198.506,83.631,67.085,349.223
123,215.084,81.684,69.140,365.909
124,199.207,84.797,67.812,351.817
125,202.360,85.403,66.450,354.213
126,192.191,86.497,71.499,350.188
127,212.526,84.331,67.373,364.231
128,200.471,83.561,63.736,347.768
129,214.095,84.262,67.848,366.206
130,206.334,85.994,66.938,359.267
131,198.047,80.717,68.336,347.101
132,204.025,85.041,68.298,357.366
133,197.558,85.457,67.401,350.417
134,196.840,83.267,71.042,351.150
135,210.123,83.899,70.091,364.113
136,201.488,82.136,68.990,352.615
137,205.500,83.971,66.233,355.705
138,204.069,84.993,64.019,353.081
139,200.493,86.011,67.628,354.133
140,198.495,81.015,69.678,349.188
141,214.918,81.627,67.234,363.780
142,204.053,83.108,69.823,356.985
143,193.654,83.443,72.617,349.716
144,206.523,82.452,65.473,354.450
145,202.479,83.064,71.489,357.033
146,196.632,85.583,70.357,352.574
147,205.366,82.289,70.416,358.071
148,200.761,85.875,66.184,352.821
149,207.148,84.050,73.395,364.594
150,202.835,82.514,68.106,353.456
151,196.406,82.463,69.545,348.415
152,200.871,82.768,73.703,357.344
153,202.867,85.850,68.438,357.156
154,198.761,83.524,69.174,351.460
155,215.528,82.716,67.667,365.913
156,210.186,82.212,70.220,362.619
157,198.677,90.402,63.541,352.621
158,211.688,84.645,69.056,365.391
159,202.144,82.948,70.898,355.991
160,211.485,82.176,72.898,366.561
161,207.708,82.179,69.356,359.245
162,210.623,82.440,68.689,361.754
163,209.099,84.593,69.462,363.155
164,207.477,88.768,70.616,366.861
165,207.979,82.455,69.071,359.505
166,211.466,85.626,69.179,366.271
167,201.614,81.207,70.064,352.886
168,213.925,81.994,73.417,369.337
169,207.639,82.837,73.773,364.250
