i,create_ms,first_exec_ms,destroy_ms,total_ms,exit_code
0,6606.207,36.299,1059.837,7702.343,0
1,6534.188,35.031,1077.256,7646.475,0
2,6521.516,34.861,1073.753,7630.130,0
3,6464.983,34.768,1071.589,7571.340,0
4,6466.130,38.031,984.507,7488.668,0
5,6456.640,36.047,1069.374,7562.062,0
6,6460.486,34.899,1061.497,7556.882,0
7,6524.850,35.719,1054.632,7615.202,0
8,6539.863,34.251,1059.611,7633.725,0
9,6377.116,35.052,943.383,7355.550,0
10,6380.262,34.862,1074.491,7489.615,0
11,6446.787,34.474,1067.395,7548.656,0
12,6443.939,34.826,1073.557,7552.322,0
13,6455.314,36.424,1086.972,7578.710,0
14,6443.559,34.804,1063.901,7542.264,0
15,6453.816,34.569,1062.622,7551.007,0
16,6536.220,35.122,1052.892,7624.234,0
17,6455.027,35.341,1063.827,7554.195,0
18,6449.697,39.661,1084.220,7573.578,0
19,6444.162,35.565,1066.794,7546.521,0
20,6523.894,35.006,1057.706,7616.607,0
21,6412.438,35.339,1076.715,7524.492,0
22,6462.140,34.715,1080.470,7577.325,0
23,6463.681,34.714,1078.975,7577.370,0
24,6472.936,35.538,1066.864,7575.339,0
25,6467.340,34.720,1070.416,7572.476,0
26,6513.270,33.715,1077.885,7624.869,0
27,6466.310,34.116,1068.687,7569.113,0
28,6438.954,35.076,1054.288,7528.319,0
29,6477.138,33.588,1084.677,7595.403,0
30,6511.009,36.287,1069.110,7616.407,0
31,6464.530,34.878,1079.539,7578.947,0
32,6477.875,35.614,1060.278,7573.768,0
33,6444.497,35.498,1067.986,7547.980,0
34,6468.461,34.117,1062.746,7565.324,0
35,6458.001,35.964,1079.010,7572.975,0
36,6594.377,35.087,1065.145,7694.609,0
37,6476.302,37.441,1107.746,7621.490,0
38,6474.933,42.778,1080.032,7597.742,0
39,6451.815,35.404,1053.313,7540.531,0
40,6459.400,38.996,1086.090,7584.486,0
41,6401.470,38.111,1065.450,7505.032,0
42,6530.191,35.257,1068.725,7634.173,0
43,6399.561,33.473,1070.943,7503.977,0
44,6453.996,34.089,1063.016,7551.101,0
45,6385.928,37.457,1082.259,7505.644,0
46,6539.550,41.027,1076.940,7657.517,0
47,6524.933,34.708,1056.077,7615.718,0
48,6605.064,33.682,1070.992,7709.738,0
49,6577.944,40.883,1078.972,7697.799,0
50,6522.702,34.676,1059.883,7617.261,0
51,6527.268,34.478,1061.482,7623.228,0
52,6461.393,34.513,1073.621,7569.526,0
53,6404.497,34.009,1070.316,7508.821,0
54,6550.485,35.879,959.819,7546.183,0
55,6605.736,39.607,1086.204,7731.547,0
56,6545.798,35.090,1040.366,7621.254,0
57,6521.649,40.587,1064.958,7627.194,0
58,6527.259,35.258,1067.162,7629.679,0
59,6597.581,41.873,1081.826,7721.281,0
60,6534.652,34.890,1068.242,7637.784,0
61,6473.049,34.384,1081.537,7588.971,0
62,6555.405,39.326,1078.373,7673.104,0
63,6543.883,39.714,1059.860,7643.456,0
64,6537.392,35.016,1069.066,7641.475,0
65,6532.023,35.534,1063.076,7630.634,0
66,6597.596,34.659,1075.349,7707.604,0
67,6592.144,34.715,1074.111,7700.971,0
68,6542.675,35.432,1060.707,7638.814,0
69,6462.473,36.865,1078.927,7578.265,0
70,6616.126,36.078,1088.687,7740.891,0
71,6599.124,41.577,1078.451,7719.152,0
72,6530.538,34.443,1080.136,7645.117,0
73,6478.495,38.475,1073.485,7590.454,0
74,6526.799,34.848,1057.266,7618.912,0
75,6590.824,36.399,1071.865,7699.087,0
76,6587.801,35.306,1053.562,7676.668,0
77,6518.528,34.580,1092.421,7645.530,0
78,6548.151,35.159,1082.707,7666.016,0
79,6605.483,37.546,1069.527,7712.557,0
80,6621.442,34.940,1084.205,7740.588,0
81,6535.372,32.665,1075.359,7643.396,0
82,6535.068,36.436,1071.238,7642.741,0
83,6600.857,35.763,946.200,7582.819,0
84,6543.573,35.410,1087.024,7666.007,0
85,6544.883,35.255,1074.709,7654.847,0
86,6566.595,35.697,1073.865,7676.158,0
87,6541.946,34.812,1074.115,7650.874,0
88,6469.358,34.705,1058.390,7562.453,0
89,6545.752,38.144,1082.934,7666.830,0
90,6467.390,36.088,1062.621,7566.099,0
91,6532.406,34.745,1055.987,7623.137,0
92,6529.755,37.015,1053.557,7620.327,0
93,6466.063,34.899,939.490,7440.452,0
94,6453.484,35.811,1076.622,7565.918,0
95,6498.619,33.844,1074.195,7606.658,0
96,6533.558,35.188,1060.090,7628.835,0
97,6523.498,35.352,1063.843,7622.692,0
98,6529.722,34.157,941.071,7504.950,0
99,6453.000,34.109,1074.696,7561.804,0
