conc,n,completed,errors,elapsed_s,rps
1,80,80,0,17.855,4.481
2,80,80,0,9.425,8.488
4,80,80,0,5.171,15.471
8,80,80,0,6.898,11.597
16,80,80,0,7.378,10.844
32,80,80,0,7.614,10.507
