i,create_ms,first_exec_ms,destroy_ms,total_ms
0,275.306,87.664,50.496,413.466
1,140.930,51.094,45.694,237.719
2,136.754,52.763,45.692,235.210
3,107.120,50.744,40.776,198.641
4,103.968,46.863,35.552,186.384
5,139.759,48.458,30.195,218.412
6,94.988,49.348,28.799,173.137
7,94.861,55.697,34.427,184.985
8,112.109,49.447,28.335,189.892
9,102.098,48.912,32.868,183.879
10,151.608,61.377,82.923,295.909
11,124.798,49.060,30.053,203.912
12,105.610,47.646,38.386,191.642
13,119.743,47.898,29.688,197.330
14,106.102,47.263,27.785,181.151
15,94.022,54.841,29.891,178.755
16,120.027,47.612,30.276,197.916
17,82.931,47.105,29.370,159.407
18,108.500,44.258,25.967,178.726
19,89.768,44.648,31.172,165.590
20,86.130,45.201,27.802,159.134
21,87.378,45.911,31.131,164.422
22,118.523,60.439,34.891,213.854
23,110.185,47.705,27.971,185.862
24,158.321,59.707,41.269,259.298
25,122.097,60.762,59.840,242.700
26,295.082,62.306,52.499,409.888
27,276.679,119.930,122.425,519.035
28,132.529,58.235,102.663,293.429
29,124.081,63.596,50.891,238.570
30,120.017,63.810,34.899,218.726
31,103.261,50.528,28.012,181.802
32,97.548,48.326,34.043,179.917
33,114.889,63.072,28.540,206.502
34,95.303,47.465,328.036,470.804
35,171.370,63.451,28.083,262.904
36,111.012,46.717,35.549,193.280
37,127.846,49.600,31.498,208.944
38,133.098,51.376,33.994,218.469
39,94.234,48.511,31.728,174.473
40,204.879,53.906,38.672,297.458
41,102.994,46.645,33.060,182.699
42,96.009,51.005,32.790,179.805
43,98.780,52.711,44.218,195.711
44,126.935,48.015,31.978,206.929
45,99.240,105.243,57.162,261.646
46,101.125,47.783,37.917,186.825
47,84.864,47.668,27.725,160.259
48,96.095,43.677,27.174,166.948
49,88.089,52.253,40.441,180.784
50,88.038,48.856,28.308,165.203
51,89.448,42.994,28.624,161.068
52,140.151,47.628,27.655,215.436
53,95.372,54.030,28.320,177.723
54,101.295,47.599,27.518,176.412
55,96.166,47.049,33.849,177.065
56,93.197,45.783,28.494,167.476
57,102.024,63.205,33.717,198.947
58,111.184,120.966,158.519,390.670
59,142.268,50.219,30.143,222.630
60,112.305,47.547,27.477,187.329
61,131.957,44.337,28.409,204.704
62,219.698,74.280,37.685,331.664
63,115.826,63.793,32.653,212.273
64,108.091,44.377,35.004,187.473
65,177.549,57.014,31.688,266.252
66,99.790,47.833,30.569,178.194
67,102.616,48.517,28.406,179.540
68,128.512,48.510,29.278,206.300
69,96.786,52.139,26.247,175.174
70,95.732,48.436,35.101,179.270
71,98.631,49.016,31.430,179.078
72,98.323,48.190,30.498,177.011
73,88.505,50.466,27.256,166.228
74,102.693,43.695,35.857,182.246
75,96.594,44.853,26.177,167.625
76,89.114,45.552,27.398,162.066
77,95.495,46.240,26.414,168.150
78,82.633,55.783,32.855,171.272
79,117.328,53.230,39.787,210.346
80,99.580,52.955,30.290,182.826
81,98.538,49.435,26.548,174.522
82,95.267,49.017,32.574,176.860
83,100.587,52.384,32.145,185.116
84,91.089,45.523,29.375,165.988
85,137.551,52.391,33.360,223.303
86,103.234,50.780,25.356,179.371
87,85.859,46.254,27.596,159.709
88,118.380,57.048,47.425,222.854
89,99.240,53.249,29.604,182.094
90,87.198,45.699,36.650,169.547
91,144.193,58.152,34.926,237.272
92,90.820,43.144,29.067,163.032
93,92.169,54.383,31.349,177.902
94,100.638,63.564,29.198,193.400
95,80.250,49.625,29.533,159.410
96,91.426,43.331,26.731,161.490
97,95.819,43.815,26.610,166.245
98,87.979,46.759,27.246,161.985
99,84.461,51.938,30.151,166.551
100,88.287,45.016,27.929,161.233
101,84.885,44.551,27.242,156.679
102,94.019,46.663,25.083,165.766
103,87.421,45.312,30.580,163.314
104,85.070,46.515,27.832,159.417
105,83.002,45.472,40.577,169.052
106,100.052,48.585,30.084,178.722
107,99.627,46.560,26.694,172.881
108,88.280,45.215,27.919,161.415
109,83.856,51.205,27.574,162.636
110,83.434,44.430,29.309,157.174
111,86.335,50.292,26.643,163.272
112,88.938,48.295,25.199,162.433
113,91.653,48.077,27.384,167.115
114,83.764,47.147,25.238,156.150
115,91.605,45.374,24.888,161.869
116,88.452,51.811,27.867,168.131
117,98.471,46.366,29.302,174.140
118,81.275,49.364,27.908,158.548
119,83.801,43.696,29.282,156.781
120,94.852,45.080,34.663,174.596
121,92.052,44.873,31.263,168.189
122,92.410,94.903,33.330,220.644
123,88.529,45.164,26.432,160.126
124,88.659,44.256,30.978,163.894
125,95.245,54.027,43.049,192.322
126,102.913,53.996,33.112,190.023
127,96.120,57.459,29.659,183.239
128,119.266,45.696,27.566,192.529
129,87.211,48.240,29.197,164.648
130,91.307,49.659,29.576,170.543
131,90.398,47.932,28.667,166.998
132,91.242,44.147,29.866,165.256
133,87.597,45.661,29.311,162.571
134,98.292,45.236,26.659,170.188
135,81.179,41.593,32.321,155.094
136,93.171,48.224,26.282,167.678
137,106.827,50.374,40.469,197.671
138,98.655,48.613,26.636,173.904
139,88.861,53.728,41.609,184.198
140,175.531,50.903,289.004,515.439
141,189.335,58.867,35.430,283.632
142,154.294,60.526,32.872,247.693
143,115.010,54.201,28.429,197.642
144,113.908,59.900,42.810,216.619
145,149.564,48.198,35.525,233.287
146,112.467,54.603,40.790,207.861
147,133.853,90.599,34.495,258.949
148,111.608,53.028,38.723,203.359
149,109.279,58.970,60.329,228.580
150,88.477,45.533,29.047,163.058
151,92.636,43.130,32.947,168.714
152,114.666,56.644,33.607,204.918
153,106.003,45.466,32.291,183.761
154,92.093,45.852,27.468,165.414
155,88.224,47.314,46.578,182.117
156,127.291,54.958,35.606,217.856
157,325.899,60.221,35.259,421.380
158,111.771,49.960,42.572,204.304
159,106.803,46.388,28.695,181.887
160,93.167,60.253,44.140,197.561
161,104.320,63.836,35.920,204.078
162,122.159,52.938,30.164,205.262
163,98.034,83.222,30.497,211.754
164,115.350,51.481,32.777,199.610
165,88.787,50.350,29.252,168.389
166,96.895,51.260,31.293,179.449
167,104.996,47.992,32.052,185.042
168,96.957,48.545,31.261,176.765
169,96.387,46.770,27.239,170.398
170,96.053,48.281,27.670,172.005
171,97.534,44.887,28.719,171.141
172,106.242,53.850,28.056,188.149
173,91.111,47.479,109.142,247.733
174,132.801,45.759,47.391,225.953
175,116.814,50.638,34.728,202.181
176,136.209,49.074,30.528,215.812
177,88.983,42.063,34.938,165.985
178,112.594,48.096,30.927,191.618
179,96.835,47.083,26.541,170.460
180,94.519,47.143,29.156,170.819
181,91.518,44.429,27.806,163.754
182,111.569,48.859,32.634,193.063
183,99.871,45.338,32.421,177.631
184,94.993,44.522,31.816,171.332
185,102.982,52.550,58.806,214.339
186,110.781,46.632,34.291,191.705
187,99.499,51.094,32.310,182.904
188,113.741,44.512,28.234,186.489
189,86.876,43.786,26.180,156.842
190,92.308,49.150,32.772,174.231
191,87.572,51.132,25.938,164.643
192,86.088,44.434,28.589,159.112
193,88.395,45.924,28.314,162.634
194,87.228,49.473,25.505,162.207
195,97.143,45.676,28.278,171.098
196,91.452,45.836,28.896,166.185
197,89.078,56.849,27.540,173.469
198,89.292,48.343,27.682,165.318
199,81.839,44.860,27.267,153.966
