i,create_ms,first_exec_ms,destroy_ms,total_ms,exit_code
0,166.880,95.726,102.647,365.255,0
1,178.655,96.534,101.185,376.375,0
2,177.606,94.631,104.198,376.436,0
3,176.350,97.562,124.975,398.888,0
4,179.958,97.152,101.074,378.184,0
5,166.631,92.889,103.668,363.189,0
6,178.523,95.095,101.190,374.809,0
7,179.892,98.389,110.394,388.676,0
8,178.040,96.256,101.189,375.486,0
9,187.153,98.735,95.942,381.832,0
10,172.331,99.648,110.085,382.066,0
11,180.649,97.149,99.460,377.259,0
12,174.765,96.629,104.863,376.258,0
13,170.566,96.274,107.544,374.386,0
14,175.291,92.748,103.760,371.800,0
15,181.892,95.970,107.908,385.771,0
16,177.645,96.374,104.480,378.501,0
17,187.626,99.560,100.692,387.879,0
18,174.417,97.312,94.774,366.504,0
19,174.660,95.027,98.235,367.923,0
20,175.276,94.968,110.169,380.414,0
21,167.734,91.474,102.176,361.385,0
22,173.472,92.822,103.007,369.302,0
23,179.099,94.505,104.325,377.930,0
24,167.349,93.760,102.749,363.859,0
25,178.618,92.493,113.822,384.934,0
26,171.050,94.353,102.420,367.824,0
27,170.698,96.554,109.126,376.379,0
28,177.911,98.005,107.413,383.330,0
29,171.965,98.737,104.347,375.050,0
30,183.133,93.838,101.168,378.139,0
31,181.372,96.784,106.259,384.416,0
32,176.459,97.491,108.466,382.417,0
33,177.191,97.242,109.410,383.844,0
34,172.105,93.654,100.938,366.698,0
35,181.931,99.861,103.032,384.824,0
36,181.916,97.390,106.273,385.580,0
37,169.931,95.197,108.743,373.872,0
38,180.897,95.156,101.617,377.671,0
39,176.236,93.985,100.209,370.431,0
40,171.120,97.486,98.591,367.198,0
41,178.229,95.464,112.129,385.823,0
42,175.423,93.789,99.450,368.664,0
43,178.822,96.236,98.903,373.963,0
44,182.464,93.827,100.645,376.938,0
45,178.760,93.974,107.606,380.342,0
46,179.220,93.255,115.438,387.913,0
47,178.180,95.715,104.391,378.286,0
48,168.942,99.599,103.803,372.345,0
49,175.981,93.647,98.410,368.038,0
50,179.666,94.193,108.055,381.915,0
51,172.819,100.390,104.971,378.181,0
52,184.836,99.469,111.235,395.542,0
53,175.554,96.293,97.708,369.556,0
54,172.106,97.061,121.260,390.428,0
55,183.615,96.034,106.451,386.101,0
56,175.266,94.534,106.023,375.825,0
57,179.065,94.939,106.955,380.960,0
58,168.219,99.068,106.388,373.676,0
59,172.371,96.765,121.003,390.140,0
60,179.926,98.765,110.353,389.045,0
61,172.202,92.535,97.325,362.063,0
62,186.376,96.859,99.694,382.930,0
63,173.201,95.403,100.370,368.975,0
64,173.797,92.003,108.385,374.186,0
65,180.862,95.741,110.090,386.694,0
66,162.538,94.165,97.562,354.267,0
