i,create_ms,first_exec_ms,destroy_ms,total_ms
0,216.497,82.444,71.629,370.571
1,215.684,85.100,64.048,364.833
2,193.801,86.841,66.138,346.782
3,201.502,83.001,68.236,352.741
4,208.562,82.770,67.728,359.061
5,205.322,86.745,68.339,360.407
6,216.568,87.225,69.419,373.213
7,201.141,87.196,70.574,358.913
8,205.572,84.846,65.401,355.820
9,203.451,82.856,64.495,350.803
10,197.597,84.417,66.819,348.834
11,203.295,81.496,67.408,352.200
12,207.029,88.553,68.571,364.155
13,200.466,86.221,67.626,354.314
14,201.146,83.416,71.302,355.866
15,201.655,84.192,72.694,358.542
16,210.203,84.803,68.957,363.964
17,214.157,84.225,68.239,366.622
18,203.674,86.014,70.889,360.578
19,196.821,81.916,65.030,343.767
20,196.303,89.214,68.413,353.930
21,200.427,83.897,69.603,353.928
22,197.614,82.604,68.033,348.253
23,201.693,85.917,68.260,355.871
24,196.797,82.146,68.415,347.360
25,197.907,83.009,63.391,344.309
26,197.440,84.648,67.923,350.013
27,200.239,81.879,64.720,346.840
28,212.776,84.944,66.305,364.027
29,199.615,86.250,64.715,350.581
30,194.058,84.553,70.793,349.405
31,202.316,88.132,68.354,358.803
32,203.146,82.278,61.635,347.061
33,196.246,85.828,67.287,349.362
34,202.275,84.704,68.416,355.395
35,204.362,83.690,70.269,358.321
36,201.498,82.679,66.800,350.979
37,207.460,85.178,67.229,359.868
38,199.786,86.676,66.959,353.423
39,209.551,87.519,64.505,361.575
40,208.621,83.760,67.392,359.773
41,198.305,84.460,73.724,356.491
42,198.638,85.490,67.947,352.076
43,202.439,82.873,67.962,353.275
44,201.579,82.309,71.368,355.258
45,208.625,85.687,70.633,364.946
46,208.569,82.561,64.461,355.592
47,198.361,84.906,66.269,349.537
48,202.670,85.076,64.695,352.441
49,204.075,95.804,69.522,369.402
50,193.418,85.263,69.634,348.316
51,202.115,82.750,72.269,357.135
52,201.203,83.116,67.533,351.853
53,200.961,84.465,69.356,354.783
54,201.920,85.061,67.601,354.584
55,198.732,83.405,69.205,351.343
56,192.167,84.082,63.555,339.805
57,207.555,83.625,65.744,356.925
58,190.364,82.417,65.003,337.785
59,194.923,87.419,70.844,353.187
60,205.120,84.713,68.217,358.051
61,202.631,83.793,69.844,356.270
62,196.901,86.222,70.123,353.246
63,208.609,85.273,67.950,361.833
64,199.988,80.817,66.808,347.614
65,203.444,84.682,70.071,358.199
66,204.861,85.986,65.815,356.663
67,201.536,83.168,65.557,350.261
68,197.640,84.118,67.770,349.529
69,197.743,86.201,65.076,349.021
70,193.109,84.903,64.705,342.718
71,211.926,84.622,71.148,367.698
72,194.321,84.341,63.357,342.020
73,195.482,82.632,69.599,347.714
74,205.407,83.489,62.077,350.974
75,197.496,80.778,68.310,346.585
76,195.984,81.457,70.675,348.117
77,209.717,85.183,68.163,363.064
78,193.581,91.921,68.699,354.202
79,198.329,83.017,71.029,352.376
80,205.581,83.245,69.997,358.825
81,200.308,88.387,65.697,354.393
82,209.455,86.558,70.283,366.297
83,206.364,85.149,62.758,354.272
84,198.118,87.657,66.517,352.293
85,202.798,86.423,65.166,354.387
86,195.832,87.392,63.199,346.424
87,206.813,84.778,69.914,361.506
88,195.823,85.747,67.602,349.173
89,195.179,83.193,66.751,345.124
90,205.310,83.756,63.576,352.643
91,214.546,82.593,70.716,367.856
92,196.271,83.911,63.907,344.089
93,205.256,86.310,80.296,371.864
94,207.315,83.015,69.818,360.148
95,200.054,88.184,72.618,360.858
96,201.686,86.164,68.187,356.038
97,210.020,83.418,66.323,359.763
98,205.657,83.579,67.502,356.739
99,213.129,85.752,63.995,362.877
100,194.904,85.559,69.634,350.098
101,203.440,80.759,64.382,348.582
102,201.856,81.354,67.725,350.936
103,204.620,81.015,63.476,349.112
104,207.337,80.813,62.259,350.410
105,207.367,82.860,65.248,355.477
106,194.495,82.196,69.643,346.335
107,203.503,83.771,63.295,350.570
108,211.794,86.057,64.634,362.485
109,200.815,86.022,67.945,354.783
110,192.306,81.192,63.195,336.694
111,203.853,83.915,63.492,351.260
112,194.147,85.513,65.085,344.746
113,202.781,82.566,70.553,355.902
114,212.072,86.125,68.481,366.679
115,205.990,82.259,68.016,356.266
116,209.384,85.040,68.152,362.577
117,204.478,83.345,65.056,352.879
118,192.227,83.835,64.784,340.847
119,202.665,86.570,67.627,356.862
120,198.534,85.490,67.250,351.275
121,202.120,85.325,66.413,353.860
122,199.497,82.473,68.726,350.698
123,206.866,79.886,69.288,356.041
124,193.662,85.958,71.407,351.029
125,206.496,82.549,65.441,354.487
126,207.145,84.803,69.670,361.620
127,195.956,83.763,66.277,345.997
128,213.846,83.258,64.587,361.692
129,194.950,86.624,62.910,344.484
130,200.044,86.013,65.211,351.269
131,196.134,87.089,71.627,354.851
132,203.097,84.579,71.297,358.973
133,200.824,86.356,74.191,361.373
134,210.235,82.781,70.843,363.861
135,201.457,80.694,65.495,347.647
136,201.674,84.612,66.568,352.855
137,197.359,84.438,65.652,347.450
138,208.182,85.601,61.925,355.710
139,218.762,87.341,67.452,373.556
140,192.078,84.000,66.272,342.351
141,203.101,83.068,71.305,357.476
142,215.243,84.290,66.368,365.902
143,198.006,89.666,64.362,352.035
144,204.781,86.323,62.437,353.541
145,203.756,87.534,67.957,359.249
146,204.947,84.452,63.836,353.236
147,200.735,84.769,66.967,352.471
148,206.664,85.490,63.107,355.262
149,201.342,84.357,63.791,349.491
150,201.691,88.502,66.250,356.445
151,215.487,84.436,65.355,365.279
152,191.344,84.399,61.603,337.347
153,200.283,83.690,69.257,353.231
154,200.139,86.491,67.968,354.599
155,202.737,84.854,65.839,353.431
156,201.620,83.013,65.126,349.760
157,197.223,84.581,68.155,349.960
158,209.285,84.223,61.454,354.963
159,194.367,85.331,70.193,349.892
160,192.090,83.370,68.303,343.764
161,197.938,81.224,65.777,344.939
162,199.399,84.800,72.227,356.428
163,203.398,83.980,63.972,351.351
164,205.920,84.175,65.617,355.713
165,201.011,84.544,70.333,355.889
166,196.355,85.951,70.775,353.083
167,204.374,82.016,69.396,355.788
168,203.927,84.394,68.518,356.840
169,204.366,85.295,72.909,362.571
170,208.119,83.195,71.926,363.242
171,202.520,83.737,70.862,357.120
172,199.473,85.426,62.878,347.778
173,207.208,85.093,67.797,360.100
174,215.170,84.035,69.303,368.510
175,197.268,84.991,71.312,353.571
176,212.395,83.768,65.391,361.555
177,204.577,84.356,73.159,362.094
178,198.825,85.065,67.963,351.854
179,206.902,87.036,65.854,359.794
180,204.444,84.053,67.943,356.441
181,204.156,83.028,72.634,359.819
182,195.963,85.557,65.491,347.012
183,208.292,89.524,68.092,365.909
184,204.092,88.082,61.469,353.644
185,200.813,85.699,66.181,352.693
186,217.722,83.848,66.403,367.974
187,206.702,82.758,70.383,359.844
188,202.130,86.038,70.631,358.801
189,205.835,83.195,70.538,359.569
190,202.129,83.110,71.496,356.737
191,200.223,85.147,68.029,353.400
192,203.239,88.244,69.538,361.022
193,208.500,85.037,63.070,356.608
194,197.628,84.242,66.200,348.071
195,209.034,84.083,71.825,364.943
196,199.947,85.751,66.794,352.493
197,206.472,85.037,70.190,361.700
198,218.831,85.014,73.790,377.635
199,199.194,86.756,68.990,354.941
