i,create_ms,first_exec_ms,destroy_ms,total_ms
163,109.497,49.185,29.679,188.362
164,108.587,49.024,32.951,190.564
165,101.876,45.044,27.108,174.030
166,88.975,45.165,29.764,163.904
167,88.293,46.860,32.026,167.180
168,95.245,49.031,27.523,171.800
169,120.822,49.781,29.217,199.822
170,86.286,45.760,28.373,160.420
171,83.510,44.881,28.998,157.389
172,83.595,41.815,35.159,160.570
173,105.868,44.550,29.801,180.220
174,93.686,43.333,24.021,161.040
175,84.202,49.672,28.888,162.764
176,94.812,51.703,32.169,178.684
177,95.076,54.236,29.465,178.778
178,90.857,53.389,39.219,183.466
179,105.293,49.098,30.858,185.250
180,94.809,46.200,33.106,174.115
181,91.097,46.329,26.146,163.574
182,91.421,45.057,27.298,163.777
183,132.047,55.167,29.430,216.645
184,92.680,49.221,33.838,175.740
185,107.478,43.313,25.498,176.289
186,84.567,45.628,26.215,156.411
187,93.985,40.940,27.596,162.521
188,80.601,46.899,29.180,156.681
189,90.425,44.608,25.261,160.296
190,86.049,47.064,30.034,163.148
191,94.157,43.059,25.954,163.171
192,85.519,45.832,26.187,157.538
193,85.177,45.031,43.552,173.761
194,103.217,46.781,27.716,177.715
195,352.405,47.442,35.035,434.883
196,88.943,53.443,45.103,187.491
197,144.324,48.324,51.290,243.939
198,102.818,43.653,28.536,175.008
199,91.515,57.129,33.882,182.527
