i,create_ms,first_exec_ms,destroy_ms,total_ms
0,96.695,46.872,26.451,170.018
1,80.783,45.181,25.122,151.087
2,87.124,44.560,25.170,156.855
3,80.808,42.011,29.170,151.989
4,79.923,47.898,24.687,152.509
5,81.730,51.818,28.833,162.381
6,91.509,51.919,24.728,168.157
7,85.106,48.344,24.372,157.822
8,84.716,51.590,26.282,162.589
9,86.397,43.413,25.935,155.745
10,88.870,45.242,25.032,159.144
11,83.354,48.795,36.493,168.643
12,101.162,45.753,29.833,176.749
13,102.391,47.028,33.150,182.570
14,107.062,49.136,27.687,183.886
15,90.461,51.284,33.022,174.768
16,85.319,44.877,30.114,160.310
17,102.982,45.195,25.507,173.685
18,87.826,48.245,31.875,167.947
19,87.274,45.729,28.085,161.089
20,84.493,41.801,29.881,156.176
21,87.086,54.625,29.076,170.789
22,79.743,45.166,25.863,150.773
23,82.067,44.689,25.926,152.683
24,84.619,45.009,25.828,155.456
25,84.894,49.067,26.771,160.733
26,90.504,55.353,28.733,174.591
27,95.679,49.597,26.270,171.547
28,93.844,42.012,25.983,161.841
29,88.792,44.793,28.853,162.438
30,83.427,42.626,27.971,154.025
31,82.406,47.159,27.750,157.317
32,84.539,44.288,27.812,156.640
33,101.313,46.049,26.841,174.204
34,310.908,51.818,34.505,397.232
35,104.163,49.685,30.658,184.506
36,96.896,45.493,29.210,171.600
37,93.579,45.347,38.626,177.552
38,86.169,47.123,28.249,161.542
39,85.944,49.497,26.190,161.631
40,87.354,44.546,27.158,159.058
41,97.635,45.436,30.870,173.942
42,106.310,48.978,28.548,183.836
43,93.269,56.691,40.022,189.984
44,110.503,47.175,27.546,185.225
45,117.475,47.553,29.819,194.847
46,94.165,46.273,26.156,166.595
47,98.025,49.707,29.022,176.754
48,84.627,49.482,26.489,160.599
49,90.196,47.274,29.700,167.171
50,98.406,44.673,25.266,168.346
51,88.193,46.946,29.116,164.255
52,181.816,62.631,31.168,275.616
53,93.400,47.407,26.728,167.536
54,90.890,52.102,30.087,173.079
55,134.858,76.593,27.591,239.043
56,86.923,44.078,29.034,160.036
57,117.132,56.662,30.721,204.515
58,98.084,54.353,39.039,191.478
59,89.381,46.095,27.044,162.520
60,106.983,62.096,34.241,203.321
61,102.613,50.274,30.404,183.292
62,91.253,51.019,26.897,169.170
63,92.547,45.519,27.712,165.779
64,100.640,46.918,25.635,173.194
65,85.927,51.280,30.294,167.502
66,89.887,44.173,26.301,160.362
67,85.464,49.901,39.781,175.148
68,94.223,53.677,28.625,176.525
69,86.879,48.411,26.815,162.106
70,100.005,46.433,28.042,174.481
71,78.380,46.648,27.239,152.268
72,82.223,49.807,25.070,157.101
73,80.571,44.653,27.714,152.940
74,127.814,55.862,53.303,236.980
75,164.196,53.684,52.572,270.453
76,159.362,58.452,59.686,277.501
77,140.936,63.075,32.870,236.882
78,117.901,50.035,28.925,196.861
79,87.410,48.977,32.529,168.917
80,100.434,52.362,28.510,181.307
81,95.889,45.577,28.369,169.836
82,85.846,58.150,25.273,169.269
83,95.094,46.038,30.578,171.710
84,95.467,47.693,29.954,173.115
85,87.594,44.242,28.703,160.540
86,78.407,46.946,33.145,158.499
87,86.911,43.750,26.620,157.282
88,253.081,49.182,28.643,330.907
89,86.819,48.892,30.359,166.072
90,96.975,45.582,31.733,174.290
91,93.576,45.113,26.211,164.901
92,89.372,48.032,27.416,164.821
93,94.177,43.967,29.161,167.306
94,101.983,53.539,31.362,186.885
95,90.318,45.232,38.434,173.986
96,108.361,44.709,31.018,184.089
97,85.702,47.142,28.784,161.629
98,96.116,48.928,30.110,175.155
99,93.134,46.683,49.030,188.848
100,187.169,50.167,46.435,283.772
101,126.242,48.448,41.520,216.212
102,158.999,53.410,46.553,258.963
103,131.707,46.502,57.041,235.251
104,129.424,48.364,55.536,233.325
105,137.813,47.977,47.209,233.000
106,120.818,54.882,49.902,225.603
107,119.881,46.898,49.134,215.913
108,118.789,51.053,35.592,205.435
109,112.299,42.511,49.191,204.002
110,115.116,45.604,41.338,202.059
111,129.141,55.280,42.778,227.200
112,328.095,85.073,72.006,485.174
113,129.056,49.648,44.877,223.581
114,148.890,45.036,60.311,254.237
115,163.076,47.547,36.311,246.934
116,108.640,49.404,29.387,187.433
117,90.373,46.562,35.419,172.354
118,87.973,51.551,39.202,178.727
119,105.645,52.993,29.994,188.633
120,116.045,47.312,30.117,193.475
121,92.645,43.510,27.821,163.977
122,106.034,48.168,27.397,181.599
123,82.699,49.387,30.567,162.654
124,117.109,52.542,28.898,198.551
125,81.225,48.807,29.696,159.729
126,88.839,44.989,33.427,167.257
127,97.020,43.826,31.275,172.122
128,90.440,53.110,41.899,185.450
129,104.744,65.895,27.732,198.372
130,98.152,46.257,26.903,171.313
131,100.808,47.969,34.750,183.528
132,86.322,44.195,26.344,156.862
133,115.568,50.739,30.470,196.777
134,91.779,48.768,33.024,173.571
135,89.203,49.537,29.123,167.865
136,95.426,43.084,31.349,169.861
137,123.917,51.103,28.900,203.921
138,89.873,47.924,28.599,166.397
139,102.625,53.877,40.962,197.465
140,93.670,47.705,28.357,169.733
141,90.092,49.006,26.948,166.047
142,96.807,46.466,32.232,175.506
143,106.753,47.685,27.502,181.940
144,83.668,45.912,25.705,155.286
145,87.239,44.348,30.641,162.229
146,87.910,48.649,26.594,163.155
147,85.533,49.926,34.168,169.628
148,98.275,45.625,27.778,171.680
149,82.002,46.480,28.125,156.607
150,88.539,46.525,29.213,164.278
151,97.954,44.888,26.895,169.739
152,99.355,53.536,29.805,182.697
153,102.873,53.897,28.243,185.014
154,100.556,49.937,29.707,180.201
155,91.114,47.626,30.831,169.572
156,83.567,43.884,28.485,155.937
157,96.291,46.676,26.437,169.405
158,84.226,46.794,26.506,157.526
159,88.786,44.893,28.274,161.954
160,85.441,48.335,25.992,159.768
161,173.335,80.472,41.862,295.669
162,125.343,48.834,28.534,202.712
