i,create_ms,first_exec_ms,destroy_ms,total_ms
0,235.319,101.558,81.026,417.903
1,219.216,99.891,87.294,406.402
2,218.661,101.856,80.176,400.694
3,234.374,104.142,87.452,425.970
4,225.255,99.868,79.308,404.433
5,266.066,97.304,81.182,444.553
6,232.810,102.343,73.555,408.709
7,219.541,102.601,82.519,404.662
8,226.922,97.843,81.003,405.769
9,227.083,103.847,82.551,413.482
10,221.579,100.717,89.388,411.685
11,225.935,118.479,82.006,426.420
12,223.705,98.933,88.388,411.027
13,219.271,97.122,75.890,392.285
14,215.156,107.666,81.844,404.666
15,224.989,97.692,76.377,399.059
16,226.656,110.315,79.176,416.148
17,224.382,101.855,84.823,411.062
18,234.041,124.184,73.819,432.045
19,217.836,108.408,83.961,410.206
20,228.675,102.135,78.322,409.133
21,214.229,99.378,79.073,392.682
22,235.875,98.791,73.575,408.242
23,217.037,99.858,78.775,395.671
24,231.935,101.228,81.064,414.228
25,227.678,98.528,82.975,409.181
26,239.435,100.120,77.963,417.520
27,227.313,100.823,87.424,415.561
28,220.315,109.190,82.457,411.963
29,224.659,103.417,87.670,415.748
30,215.696,102.170,76.820,394.687
31,216.222,105.791,83.274,405.288
32,226.340,102.161,83.254,411.756
33,229.963,98.930,78.289,407.183
34,224.036,100.261,87.850,412.148
35,235.438,99.091,79.158,413.688
36,226.224,104.295,81.424,411.944
37,233.089,101.409,84.852,419.351
38,218.865,103.977,80.531,403.373
39,227.954,116.783,80.669,425.408
40,240.826,99.620,80.863,421.310
41,225.323,98.275,81.578,405.178
42,265.086,99.345,78.939,443.371
43,221.553,101.813,84.219,407.587
44,238.514,117.116,88.341,443.972
45,227.558,104.045,84.740,416.344
46,246.818,95.277,77.915,420.011
47,224.203,99.453,80.333,403.990
48,225.777,105.605,84.327,415.710
49,225.012,104.829,75.965,405.808
50,224.586,104.526,79.405,408.518
51,239.554,101.243,80.247,421.045
52,220.961,98.361,84.016,403.340
53,223.517,95.703,82.397,401.618
54,237.027,98.760,88.589,424.377
55,228.067,101.956,82.944,412.968
56,215.832,99.055,76.368,391.257
57,222.926,99.183,79.869,401.978
58,243.481,97.572,75.285,416.340
59,223.163,110.699,77.867,411.730
60,220.449,99.623,84.531,404.604
61,218.287,100.540,87.764,406.593
62,232.492,98.623,80.235,411.350
63,221.527,103.775,82.575,407.877
64,247.324,102.902,79.232,429.459
65,215.430,103.934,78.763,398.127
66,226.183,114.885,80.645,421.715
67,219.489,96.785,91.073,407.348
68,242.210,100.206,83.966,426.384
69,227.505,101.858,74.425,403.788
70,218.124,104.133,86.346,408.604
71,219.872,93.638,74.001,387.511
72,209.456,94.420,82.534,386.411
73,219.469,119.743,72.846,412.058
74,217.817,94.388,77.937,390.143
75,226.193,100.944,69.899,397.037
76,209.120,115.100,81.339,405.560
77,212.552,97.408,79.142,389.103
78,219.246,98.157,70.706,388.110
79,218.528,123.663,69.566,411.759
80,218.233,100.122,84.469,402.825
81,220.371,96.621,77.448,394.442
82,212.030,101.523,71.192,384.746
83,218.096,117.966,77.197,413.260
84,221.579,104.368,75.286,401.234
85,233.923,103.564,73.951,411.439
86,219.433,113.004,69.288,401.725
87,207.257,98.995,71.053,377.306
88,206.724,116.061,81.400,404.186
89,212.827,97.423,74.058,384.308
90,217.538,105.111,80.641,403.291
91,220.118,100.445,73.221,393.785
92,240.223,95.747,77.556,413.527
93,208.946,95.897,76.184,381.028
94,215.624,103.022,77.287,395.934
95,215.708,100.849,79.308,395.866
96,215.607,115.362,79.648,410.618
97,215.522,100.277,76.846,392.646
98,218.179,100.990,77.470,396.639
99,223.744,96.852,72.460,393.057
100,214.111,97.894,76.708,388.714
101,224.779,98.340,81.201,404.320
102,218.956,99.053,73.460,391.470
103,213.444,94.828,71.702,379.975
104,215.843,99.008,76.094,390.946
105,215.622,100.573,84.641,400.837
106,222.858,96.227,78.865,397.952
107,222.071,102.996,78.664,403.732
108,223.232,98.582,73.664,395.479
109,222.977,104.758,82.991,410.726
110,223.227,97.281,78.133,398.642
111,215.835,100.361,78.451,394.647
112,216.580,96.457,78.302,391.339
113,215.899,111.659,76.595,404.155
114,219.172,99.709,79.717,398.600
115,246.164,103.531,75.840,425.536
116,228.670,97.722,75.356,401.748
117,260.158,101.092,76.595,437.846
118,231.188,97.719,76.854,405.761
119,221.420,99.228,79.995,400.644
120,221.655,103.409,73.498,398.562
121,227.671,96.605,77.015,401.292
122,224.957,107.224,78.648,410.830
123,217.237,99.290,76.062,392.591
124,229.003,97.651,73.896,400.552
125,228.540,99.889,80.810,409.240
126,217.989,107.097,76.070,401.156
127,222.408,96.463,79.076,397.949
128,212.789,99.229,75.469,387.487
129,212.836,98.592,76.650,388.079
130,213.826,114.586,72.983,401.396
131,223.911,99.296,81.614,404.821
132,214.473,99.872,73.730,388.076
133,216.400,101.737,81.190,399.328
134,213.697,96.269,75.679,385.646
135,221.059,130.555,75.892,427.508
136,219.550,97.526,77.012,394.088
137,212.946,95.741,74.175,382.863
138,218.878,98.886,77.603,395.367
139,231.843,100.932,73.582,406.358
140,225.255,99.251,77.760,402.267
141,217.278,94.509,74.943,386.731
142,214.105,99.702,81.159,394.968
143,228.106,104.619,77.225,409.951
144,220.920,99.894,81.727,402.542
145,221.324,98.690,81.192,401.207
146,215.665,93.660,76.016,385.341
147,211.574,97.969,73.113,382.657
148,219.048,94.031,73.998,387.078
149,217.469,96.055,76.931,390.456
150,212.425,130.704,75.421,418.552
151,216.369,98.853,81.096,396.319
152,222.595,95.377,75.140,393.113
153,216.407,99.610,76.933,392.952
154,212.937,109.884,77.152,399.974
155,209.814,97.088,73.036,379.940
156,216.185,98.612,74.702,389.500
157,217.152,98.649,75.688,391.489
158,222.059,107.583,75.963,405.606
159,241.606,99.222,86.095,426.924
160,220.369,96.047,78.396,394.812
161,244.424,95.792,75.123,415.340
162,216.201,100.813,75.637,392.652
163,222.956,101.194,80.271,404.422
164,225.143,95.343,78.472,398.959
165,210.815,118.201,73.916,402.933
166,224.229,98.373,71.174,393.777
167,223.847,97.345,72.723,393.917
168,215.543,100.206,83.148,398.899
169,222.262,100.230,82.884,405.377
170,226.975,98.578,77.595,403.148
171,223.591,98.076,78.074,399.742
172,235.695,102.257,78.122,416.075
173,216.986,98.714,79.596,395.297
174,217.778,128.036,74.308,420.123
175,218.983,108.123,76.120,403.227
176,218.771,98.922,76.645,394.339
177,227.522,97.947,74.084,399.555
178,221.133,98.933,72.065,392.131
179,220.535,98.588,91.144,410.267
180,219.795,94.615,86.240,400.651
181,251.506,99.942,76.818,428.267
182,213.150,117.862,86.487,417.500
183,228.393,102.692,83.259,414.344
184,222.853,116.401,75.917,415.171
185,220.154,124.515,78.693,423.363
186,216.451,97.483,75.679,389.614
187,215.704,97.809,85.580,399.094
188,223.929,104.809,74.944,403.683
189,220.632,98.670,71.481,390.783
190,217.986,98.395,83.931,400.313
191,234.055,98.205,78.942,411.204
192,224.594,99.992,79.413,404.001
193,227.631,99.735,79.367,406.734
194,215.438,97.178,74.225,386.842
195,212.781,101.390,83.280,397.452
196,216.757,100.302,73.546,390.606
197,225.316,100.295,82.375,407.987
198,223.046,113.923,76.877,413.847
199,213.982,97.842,78.569,390.394
