i,create_ms,first_exec_ms,destroy_ms,total_ms,exit_code
0,142.475,74.756,61.781,279.013,0
1,138.319,78.265,55.990,272.574,0
2,144.740,75.194,53.926,273.861,0
3,132.711,76.728,59.714,269.154,0
4,144.594,74.904,58.444,277.943,0
5,142.601,76.583,61.791,280.977,0
6,142.144,75.018,58.983,276.146,0
7,140.443,74.146,63.149,277.739,0
8,141.933,76.586,59.447,277.967,0
9,138.431,76.461,59.380,274.273,0
10,139.728,76.931,55.088,271.748,0
11,138.402,74.940,56.297,269.641,0
12,142.016,78.349,57.669,278.034,0
13,135.723,73.096,59.523,268.343,0
14,131.715,74.666,58.067,264.449,0
15,138.488,75.215,60.740,274.444,0
16,140.620,77.126,55.100,272.846,0
17,139.725,75.346,59.601,274.674,0
18,142.227,75.194,56.383,273.805,0
19,134.259,75.359,60.016,269.634,0
20,136.017,75.572,60.875,272.466,0
21,129.984,74.748,56.861,261.594,0
22,141.603,73.760,57.851,273.215,0
23,131.487,76.012,61.221,268.721,0
24,127.510,73.984,55.141,256.637,0
25,133.286,76.833,60.535,270.655,0
26,146.284,75.784,55.230,277.298,0
27,139.191,75.444,60.302,274.939,0
28,133.781,76.389,62.745,272.917,0
29,135.325,75.516,59.555,270.398,0
30,138.286,74.523,55.987,268.798,0
31,134.501,75.395,60.122,270.019,0
32,136.262,74.824,56.649,267.735,0
33,138.589,76.499,59.828,274.918,0
34,140.331,76.022,58.307,274.662,0
35,135.256,75.373,58.230,268.859,0
36,136.291,75.403,53.990,265.685,0
37,145.120,73.698,61.629,280.448,0
38,133.315,75.395,60.314,269.026,0
39,131.537,73.269,60.815,265.622,0
40,135.979,76.494,60.810,273.284,0
41,136.337,78.221,56.964,271.523,0
42,134.351,80.063,58.893,273.308,0
43,133.775,73.911,61.297,268.983,0
44,145.444,76.903,57.760,280.109,0
45,134.112,77.465,56.840,268.417,0
46,129.517,73.829,59.188,262.535,0
47,134.608,76.118,58.850,269.577,0
48,137.536,75.697,57.107,270.341,0
49,137.239,77.682,56.289,271.212,0
50,139.055,74.609,58.846,272.511,0
51,136.556,75.262,64.042,275.860,0
52,135.099,77.464,56.941,269.505,0
53,140.068,76.985,60.044,277.097,0
54,137.409,76.016,53.957,267.383,0
55,137.150,74.728,55.842,267.721,0
56,141.513,75.151,53.112,269.778,0
57,134.932,73.577,59.695,268.205,0
58,142.547,75.424,59.242,277.214,0
59,138.537,74.553,53.901,266.992,0
