conc,n,completed,errors,elapsed_s,rps
1,80,80,0,17.722,4.514
2,80,80,0,9.345,8.561
4,80,80,0,5.185,15.429
8,80,80,0,4.918,16.268
16,80,80,0,6.517,12.276
32,80,80,0,6.569,12.179
