i,create_ms,first_exec_ms,destroy_ms,total_ms,exit_code
0,7223.068,217.503,326.643,7767.215,0
1,7165.591,192.320,327.482,7685.394,0
2,7284.883,170.357,326.974,7782.215,0
3,7262.855,215.383,319.886,7798.125,0
4,7234.100,186.890,324.732,7745.723,0
5,7231.975,213.603,303.401,7748.980,0
6,7238.783,229.257,324.939,7792.981,0
7,7230.115,175.952,358.662,7764.730,0
8,7237.937,190.587,336.584,7765.109,0
9,7173.030,208.711,321.249,7702.991,0
10,7248.756,195.880,346.023,7790.660,0
11,7261.007,215.085,311.516,7787.609,0
12,7261.486,205.751,324.908,7792.145,0
13,7165.567,184.360,326.072,7676.000,0
14,7227.677,203.247,326.443,7757.369,0
15,7245.027,192.871,326.833,7764.733,0
16,7221.601,217.334,324.705,7763.641,0
17,7215.382,207.689,328.326,7751.398,0
18,7273.274,201.878,331.792,7806.945,0
19,7247.110,215.785,332.284,7795.180,0
20,7264.986,199.816,323.756,7788.559,0
21,7215.161,210.613,326.710,7752.485,0
22,7168.301,220.711,312.692,7701.705,0
23,7254.897,197.908,333.809,7786.614,0
24,7227.510,194.440,345.731,7767.683,0
25,7232.971,189.679,327.426,7750.078,0
26,7259.371,210.890,335.757,7806.019,0
27,7246.743,216.349,301.051,7764.145,0
28,7185.769,192.355,270.999,7649.124,0
29,7165.230,178.980,281.515,7625.727,0
30,7238.952,192.282,292.533,7723.768,0
31,7158.788,182.303,287.828,7628.920,0
32,7241.532,208.067,303.490,7753.090,0
33,7154.750,202.743,293.507,7651.001,0
34,7164.828,208.742,283.640,7657.211,0
35,7165.721,213.461,302.269,7681.452,0
36,7251.962,220.019,294.888,7766.870,0
37,7235.457,214.244,322.997,7772.699,0
38,7175.617,207.390,306.673,7689.681,0
39,7175.850,219.027,308.180,7703.058,0
