i,create_ms,first_exec_ms,destroy_ms,total_ms,exit_code
0,173.250,92.031,97.978,363.260,0
1,174.284,94.830,95.618,364.733,0
2,169.896,95.049,96.061,361.007,0
3,165.589,94.070,97.964,357.624,0
4,179.923,91.327,92.866,364.117,0
5,169.302,97.178,98.120,364.601,0
6,167.391,94.397,101.715,363.503,0
7,175.896,92.323,97.872,366.092,0
8,170.412,92.863,97.070,360.347,0
9,168.393,92.742,95.148,356.283,0
10,162.557,91.205,89.682,343.445,0
11,169.894,92.792,92.501,355.187,0
12,166.314,93.140,92.216,351.670,0
13,167.358,95.666,109.450,372.475,0
14,165.517,93.795,93.488,352.800,0
15,174.514,93.205,103.479,371.199,0
16,166.914,96.168,95.293,358.376,0
17,168.089,94.385,101.178,363.653,0
18,177.729,89.151,97.321,364.202,0
19,171.305,92.098,96.615,360.019,0
20,170.555,93.560,97.919,362.035,0
21,186.114,96.089,94.833,377.037,0
22,167.638,91.546,93.670,352.855,0
23,176.592,100.144,99.380,376.117,0
24,171.162,94.174,98.783,364.120,0
25,166.777,93.158,97.191,357.127,0
26,170.093,96.250,98.251,364.596,0
27,173.746,92.818,95.865,362.430,0
28,170.316,96.246,100.442,367.006,0
29,167.342,94.920,91.987,354.251,0
30,169.802,97.519,101.420,368.743,0
31,173.712,92.336,97.040,363.089,0
32,169.292,91.035,95.691,356.019,0
33,171.984,92.865,101.409,366.259,0
34,166.955,92.768,95.771,355.496,0
35,162.536,95.732,95.881,354.150,0
36,170.198,92.394,95.404,357.997,0
37,180.431,90.310,100.271,371.013,0
38,176.989,92.825,97.689,367.504,0
39,167.878,92.265,99.204,359.348,0
40,167.383,94.299,94.156,355.839,0
41,167.907,92.688,97.962,358.557,0
42,173.326,95.817,96.544,365.689,0
43,167.372,93.741,104.157,365.271,0
44,173.873,93.408,98.628,365.910,0
45,175.816,92.825,96.197,364.838,0
46,168.639,95.939,97.206,361.785,0
47,171.054,97.491,94.999,363.544,0
48,163.171,91.039,96.417,350.628,0
49,172.962,96.172,94.383,363.518,0
50,167.349,93.331,98.272,358.953,0
51,177.504,95.533,92.321,365.360,0
52,164.170,91.846,96.703,352.720,0
53,173.552,92.959,104.097,370.609,0
54,170.218,95.364,95.121,360.703,0
55,187.784,91.699,101.453,380.937,0
56,171.158,95.107,102.367,368.633,0
