conc,n,completed,errors,elapsed_s,rps
1,80,80,0,18.804,4.255
2,80,80,0,10.545,7.587
4,80,80,0,5.980,13.378
8,80,80,0,5.509,14.523
16,80,80,0,7.169,11.158
32,80,80,0,7.540,10.610
