conc,n,completed,errors,elapsed_s,rps
1,80,80,0,12.108,6.607
2,80,80,0,6.449,12.405
4,80,80,0,5.084,15.735
8,80,80,0,8.007,9.991
16,80,80,0,4.130,19.369
32,80,80,0,4.248,18.831
