conc,n,completed,errors,elapsed_s,rps
1,80,80,0,19.100,4.188
2,80,80,0,10.003,7.998
4,80,80,0,5.766,13.875
8,80,80,0,5.037,15.882
16,80,80,0,6.629,12.069
32,80,80,0,6.801,11.764
