i,create_ms,first_exec_ms,destroy_ms,total_ms,exit_code
0,198.364,101.291,113.634,413.290,0
1,199.919,95.974,124.306,420.201,0
2,207.695,99.571,121.664,428.931,0
3,206.205,96.178,115.077,417.461,0
4,211.675,101.011,120.289,432.976,0
5,195.583,99.445,115.493,410.521,0
6,193.933,97.443,125.720,417.096,0
7,211.381,95.730,119.647,426.759,0
8,192.801,100.335,138.050,431.187,0
9,204.123,112.011,114.788,430.924,0
10,197.389,96.557,110.845,404.791,0
11,207.184,99.118,115.625,421.928,0
12,197.982,97.368,108.874,404.225,0
13,208.542,103.134,112.130,423.807,0
14,201.648,99.657,113.728,415.034,0
15,194.793,100.716,116.859,412.370,0
16,208.840,99.643,114.458,422.942,0
17,195.367,97.986,112.275,405.629,0
18,198.222,95.625,110.947,404.795,0
19,203.402,101.387,106.838,411.629,0
20,199.559,97.580,109.841,406.981,0
21,196.598,101.139,110.898,408.636,0
22,199.814,96.765,101.335,397.915,0
23,189.035,98.799,108.034,395.869,0
24,195.752,103.167,111.849,410.768,0
25,191.924,100.210,133.867,426.003,0
26,197.287,102.372,114.349,414.009,0
27,196.652,100.197,109.842,406.691,0
28,197.865,96.771,116.837,411.474,0
29,206.785,100.096,111.863,418.745,0
30,192.360,98.388,109.442,400.191,0
31,201.448,96.114,113.962,411.525,0
32,193.654,97.404,112.428,403.486,0
33,204.905,102.392,107.957,415.254,0
34,195.542,99.264,111.375,406.182,0
35,199.733,95.247,119.584,414.566,0
36,202.047,97.282,111.422,410.752,0
37,201.429,98.798,119.799,420.026,0
38,211.481,96.866,117.348,425.696,0
39,193.607,99.948,115.001,408.558,0
40,195.272,99.119,105.188,399.579,0
41,196.189,101.738,109.972,407.900,0
42,203.066,99.772,114.358,417.197,0
43,200.963,100.874,111.495,413.334,0
44,193.511,96.900,111.856,402.268,0
45,192.993,100.144,113.001,406.139,0
46,199.278,99.724,109.937,408.940,0
47,199.967,97.114,115.560,412.642,0
48,208.119,96.730,109.374,414.224,0
49,201.466,98.974,108.533,408.974,0
50,199.482,96.397,110.124,406.004,0
51,192.286,98.323,117.071,407.681,0
52,192.861,100.480,105.428,398.770,0
53,205.656,96.458,111.565,413.680,0
54,197.785,100.241,107.102,405.128,0
55,211.098,96.477,115.987,423.564,0
56,190.867,95.354,103.356,389.578,0
57,205.991,97.312,113.033,416.338,0
58,199.378,95.160,111.961,406.500,0
59,197.660,98.782,105.063,401.506,0
60,200.413,103.533,113.461,417.408,0
61,200.991,97.518,109.878,408.389,0
62,194.443,97.698,116.964,409.106,0
63,203.283,104.212,111.391,418.887,0
64,208.386,97.369,117.779,423.535,0
65,202.162,98.352,115.058,415.573,0
66,197.967,101.317,116.574,415.860,0
67,191.522,95.398,115.746,402.667,0
68,211.704,97.536,119.317,428.558,0
69,195.465,98.744,111.316,405.526,0
70,200.969,98.184,111.977,411.131,0
71,189.897,92.067,117.254,399.219,0
72,196.408,103.186,105.052,404.646,0
73,191.117,97.375,108.440,396.933,0
74,190.889,98.421,118.628,407.938,0
75,203.613,99.445,114.630,417.689,0
76,205.899,103.639,112.347,421.886,0
77,201.568,101.621,115.600,418.790,0
78,191.270,97.718,114.285,403.273,0
79,193.091,96.596,106.768,396.457,0
80,198.726,92.500,122.289,413.516,0
81,194.858,92.029,114.333,401.221,0
82,201.390,94.102,113.681,409.174,0
83,188.709,95.869,114.959,399.538,0
84,200.579,100.451,108.131,409.162,0
85,200.777,92.689,114.268,407.735,0
86,192.761,97.076,119.593,409.431,0
87,201.664,99.663,111.251,412.579,0
88,196.427,96.966,113.222,406.615,0
89,192.357,96.757,122.784,411.900,0
90,197.789,96.321,109.762,403.873,0
91,198.632,99.495,115.843,413.971,0
92,199.386,98.565,109.468,407.421,0
93,202.895,97.770,119.800,420.466,0
94,202.345,97.777,109.805,409.928,0
95,199.884,98.983,112.005,410.873,0
96,197.048,100.327,112.798,410.174,0
97,198.941,99.900,117.004,415.846,0
98,198.579,99.318,112.656,410.553,0
99,189.944,95.058,114.589,399.593,0
100,196.462,89.776,115.849,402.087,0
101,204.456,95.458,117.542,417.457,0
102,203.815,102.510,111.110,417.436,0
103,194.704,98.854,109.165,402.725,0
104,196.923,98.496,114.006,409.426,0
105,193.844,98.252,112.304,404.401,0
106,192.709,100.197,115.297,408.203,0
107,211.989,99.957,112.219,424.166,0
108,196.462,96.824,109.415,402.702,0
109,195.680,95.850,107.414,398.944,0
110,195.661,98.814,119.718,414.194,0
111,188.949,100.721,113.749,403.420,0
112,197.654,95.832,111.638,405.125,0
113,191.243,97.101,111.218,399.563,0
114,207.297,96.549,112.734,416.580,0
115,195.704,125.912,121.756,443.373,0
116,223.800,105.865,118.626,448.292,0
117,191.179,95.943,110.378,397.501,0
118,205.541,100.518,115.016,421.077,0
119,203.227,100.589,112.844,416.661,0
120,200.956,112.171,128.760,441.889,0
121,198.022,98.130,119.963,416.116,0
122,193.942,98.034,116.062,408.039,0
123,195.427,102.984,114.514,412.926,0
124,196.294,96.504,114.094,406.893,0
125,203.820,99.646,120.345,423.812,0
126,204.260,104.571,107.367,416.199,0
127,201.173,103.886,118.288,423.349,0
128,203.091,101.314,108.343,412.749,0
129,206.750,93.705,110.365,410.821,0
130,194.382,103.057,116.102,413.543,0
131,201.303,96.862,107.072,405.238,0
132,201.598,95.096,111.505,408.201,0
133,202.391,100.968,111.713,415.073,0
134,217.857,101.440,113.927,433.224,0
135,203.286,96.257,109.944,409.488,0
136,207.062,97.996,119.387,424.446,0
137,202.867,99.001,109.373,411.242,0
138,194.736,96.003,114.120,404.860,0
139,200.731,104.295,107.664,412.691,0
140,188.502,93.172,114.829,396.504,0
141,190.946,95.738,116.608,403.293,0
142,189.227,99.952,111.570,400.750,0
143,199.476,99.747,108.716,407.940,0
144,191.871,99.236,122.582,413.690,0
145,203.195,94.401,114.579,412.176,0
146,192.746,97.195,125.575,415.516,0
147,196.518,97.353,114.518,408.390,0
148,206.961,93.762,118.683,419.406,0
149,193.492,100.405,115.654,409.552,0
150,197.803,102.377,125.984,426.166,0
151,198.554,94.446,110.588,403.589,0
152,202.372,99.858,119.009,421.240,0
153,199.009,98.714,120.766,418.489,0
154,200.052,106.585,110.327,416.965,0
155,200.043,97.581,121.424,419.049,0
156,188.777,102.542,110.273,401.593,0
157,202.378,97.534,122.349,422.262,0
158,196.383,95.136,108.125,399.644,0
159,198.049,99.198,106.453,403.701,0
160,200.722,95.124,116.942,412.789,0
161,207.632,94.674,116.070,418.377,0
162,195.394,95.136,111.715,402.246,0
163,195.916,99.858,119.723,415.497,0
164,190.883,98.766,115.996,405.646,0
165,203.284,98.501,112.917,414.703,0
166,206.748,102.676,114.234,423.659,0
167,197.497,106.060,119.936,423.494,0
168,204.904,109.265,111.618,425.788,0
169,204.078,97.619,109.325,411.023,0
170,195.948,94.735,108.088,398.772,0
171,198.609,98.140,114.470,411.219,0
172,202.415,101.448,122.226,426.090,0
173,189.365,102.691,111.116,403.173,0
174,199.556,100.115,109.778,409.450,0
175,198.529,97.700,110.908,407.138,0
176,193.366,101.017,117.632,412.015,0
177,202.982,98.585,118.309,419.877,0
178,192.126,99.960,114.142,406.230,0
179,196.631,99.696,116.137,412.465,0
180,201.040,99.725,109.774,410.540,0
181,203.144,95.802,112.413,411.360,0
182,199.668,97.993,115.960,413.622,0
183,196.912,98.847,117.176,412.936,0
184,196.892,100.300,110.785,407.977,0
185,201.871,101.318,108.335,411.525,0
186,199.204,99.353,105.405,403.963,0
187,196.819,96.807,112.828,406.455,0
188,214.474,99.347,113.764,427.586,0
189,210.022,93.218,116.598,419.839,0
190,196.408,99.315,109.122,404.847,0
191,197.864,97.806,111.693,407.363,0
192,190.049,97.256,113.426,400.732,0
193,198.015,105.172,112.060,415.249,0
194,194.183,94.281,110.609,399.074,0
195,189.413,101.050,116.601,407.066,0
196,200.382,96.508,104.371,401.263,0
197,201.284,97.440,113.497,412.221,0
198,204.379,94.629,115.991,415.000,0
199,203.370,101.023,115.905,420.299,0
