conc,n,completed,errors,elapsed_s,rps
1,80,80,0,11.107,7.203
2,80,80,0,7.659,10.445
4,80,80,0,5.273,15.171
8,80,80,0,7.977,10.029
16,80,80,0,3.536,22.627
32,80,80,0,4.270,18.736
