conc,n,completed,errors,elapsed_s,rps
1,80,80,0,18.607,4.299
2,80,80,0,10.039,7.969
4,80,80,0,5.875,13.618
8,80,80,0,6.176,12.954
16,80,80,0,7.437,10.756
32,80,80,0,7.210,11.095
