conc,n,completed,errors,elapsed_s,rps
1,80,80,0,18.660,4.287
2,80,80,0,10.065,7.949
4,80,80,0,5.825,13.734
8,80,80,0,6.558,12.198
16,80,80,0,7.247,11.039
32,80,80,0,7.325,10.921
