conc,n,completed,errors,elapsed_s,rps
1,80,80,0,20.786,3.849
2,80,80,0,11.803,6.778
4,80,80,0,7.927,10.092
8,80,80,0,6.515,12.279
16,80,80,0,6.411,12.478
32,80,80,0,7.110,11.251
