conc,n,completed,errors,elapsed_s,rps
1,80,80,0,18.747,4.267
2,80,80,0,10.148,7.883
4,80,80,0,5.903,13.553
8,80,80,0,6.041,13.243
16,80,80,0,7.195,11.118
32,80,80,0,7.157,11.178
