conc,n,completed,errors,elapsed_s,rps
1,80,80,0,18.689,4.281
2,80,80,0,10.052,7.959
4,80,80,0,5.864,13.642
8,80,80,0,5.105,15.672
16,80,80,0,7.024,11.390
32,80,80,0,6.926,11.551
