i,create_ms,first_exec_ms,destroy_ms,total_ms
0,232.047,111.033,74.558,417.639
1,257.049,99.931,81.719,438.700
2,223.260,100.340,73.499,397.100
3,264.452,104.697,81.634,450.784
4,223.342,100.148,71.679,395.170
5,224.357,118.888,75.938,419.184
6,217.296,102.775,74.399,394.470
7,233.449,104.450,71.517,409.417
8,210.395,99.471,77.820,387.686
9,222.067,105.000,78.177,405.245
10,236.179,100.972,77.674,414.826
11,232.324,105.776,74.957,413.059
12,219.616,101.168,73.118,393.903
13,224.771,114.045,81.732,420.548
14,228.288,103.113,87.029,418.431
15,215.336,102.926,73.305,391.568
16,212.345,102.899,80.128,395.374
17,216.030,98.461,80.729,395.222
18,217.843,103.885,78.251,399.980
19,253.731,103.870,78.207,435.809
20,210.510,114.760,74.634,399.905
21,221.942,104.789,76.380,403.112
22,208.589,96.393,78.250,383.233
23,222.744,101.889,73.629,398.262
24,223.551,106.503,83.603,413.657
25,235.764,102.434,80.981,419.180
26,221.031,102.920,77.633,401.585
27,210.516,129.532,79.380,419.428
28,215.094,112.024,86.036,413.154
29,218.202,100.911,76.355,395.468
30,214.029,122.137,79.320,415.488
31,230.001,103.131,86.443,419.576
32,214.184,106.992,73.893,395.070
33,225.148,100.285,81.881,407.315
34,223.741,102.636,84.914,411.293
35,219.709,108.622,77.519,405.850
36,225.709,122.896,78.353,426.960
37,217.814,100.286,75.213,393.314
38,223.479,107.080,77.115,407.675
39,227.339,100.508,83.885,411.733
40,220.801,121.760,76.544,419.106
41,215.795,98.795,75.229,389.820
42,211.037,98.786,78.564,388.388
43,226.406,103.452,88.052,417.912
44,217.046,116.375,78.375,411.797
45,222.609,97.897,77.819,398.326
46,226.444,103.783,81.113,411.341
47,218.774,103.325,78.332,400.432
48,213.402,126.213,79.207,418.824
49,237.092,106.006,83.983,427.082
50,217.735,112.340,79.068,409.145
51,219.168,126.974,70.482,416.625
52,222.109,105.208,78.726,406.044
53,227.566,98.388,82.887,408.842
54,215.253,100.904,79.958,396.116
55,226.710,99.209,74.878,400.798
56,210.636,104.076,78.974,393.687
57,217.177,100.941,81.374,399.494
58,233.115,105.802,76.665,415.583
59,216.072,101.822,77.086,394.981
60,219.496,100.784,76.129,396.411
61,224.888,116.526,79.634,421.050
62,224.793,111.648,83.167,419.609
63,218.960,99.411,84.232,402.604
64,209.240,125.047,79.128,413.416
65,231.084,103.098,83.964,418.146
66,216.699,104.514,88.403,409.618
67,217.020,100.521,76.019,393.561
68,229.657,103.527,82.212,415.397
69,224.130,102.990,77.340,404.462
70,229.896,106.407,80.335,416.638
71,229.269,100.005,75.201,404.476
72,221.695,103.418,87.008,412.121
73,229.293,98.520,81.631,409.444
74,227.435,98.839,85.069,411.344
75,218.006,105.620,84.775,408.401
76,217.814,102.685,73.739,394.239
77,230.594,104.521,79.725,414.842
78,218.701,105.532,81.395,405.628
79,211.375,108.440,73.541,393.357
80,218.461,99.966,84.518,402.946
81,215.206,116.545,76.975,408.727
82,219.093,109.106,77.500,405.700
83,221.153,104.103,82.702,407.959
84,221.388,123.275,83.526,428.190
85,226.951,101.759,74.322,403.033
86,218.651,128.601,74.925,422.178
87,233.489,101.331,80.258,415.079
88,218.067,101.064,81.143,400.275
89,219.192,103.656,78.983,401.832
90,218.073,101.549,81.498,401.120
91,220.938,96.106,76.065,393.109
92,225.792,122.466,83.266,431.525
93,226.879,101.971,81.700,410.552
94,222.256,100.470,78.060,400.787
95,219.780,97.971,74.595,392.346
96,221.205,105.485,77.278,403.969
97,226.597,100.783,83.122,410.503
98,229.206,105.753,77.982,412.941
99,221.606,99.962,77.879,399.448
100,235.765,102.731,81.241,419.737
101,213.716,101.572,77.712,393.001
102,218.866,102.241,81.003,402.112
103,207.617,100.214,78.506,386.338
104,221.381,101.065,85.357,407.805
105,225.605,101.264,82.463,409.332
106,236.374,112.740,77.464,426.580
107,227.666,112.697,73.034,413.398
108,221.537,105.205,73.867,400.610
