i,create_ms,first_exec_ms,destroy_ms,total_ms
158,190.584,80.988,67.068,338.641
159,199.643,83.772,64.195,347.611
160,214.229,79.946,68.377,362.553
161,196.033,83.524,67.266,346.824
162,189.361,81.837,67.223,338.421
163,196.146,83.751,62.244,342.142
164,192.733,86.144,65.852,344.730
165,197.253,83.607,67.440,348.301
166,205.830,85.428,64.063,355.321
167,197.128,84.542,66.596,348.267
168,204.637,81.649,62.018,348.304
169,203.455,81.251,61.708,346.415
170,210.879,89.715,68.405,369.001
171,210.792,84.931,67.344,363.068
172,197.756,84.015,66.079,347.850
173,205.803,83.117,67.172,356.093
174,200.472,83.745,69.430,353.649
175,197.100,82.763,67.702,347.565
176,197.155,82.509,66.750,346.415
177,199.587,83.956,62.821,346.365
178,193.106,83.804,65.714,342.625
179,200.545,83.799,61.687,346.032
180,191.489,81.829,64.024,337.342
181,194.722,81.550,62.263,338.536
182,194.324,84.359,67.817,346.501
183,196.119,81.721,66.538,344.379
184,194.416,84.424,68.254,347.094
185,195.969,80.730,66.708,343.409
186,202.830,86.114,68.958,357.902
187,193.380,85.847,60.882,340.111
188,193.288,85.248,66.429,344.966
189,199.902,80.111,66.367,346.380
190,192.842,82.658,66.002,341.503
191,196.140,83.663,64.986,344.789
192,200.714,82.688,63.932,347.335
193,189.202,83.968,61.839,335.011
194,192.608,83.805,67.288,343.702
195,190.138,83.041,68.453,341.634
196,190.101,85.316,65.339,340.757
197,187.321,81.689,64.900,333.912
198,194.774,81.436,64.232,340.444
199,209.009,83.659,64.117,356.786
