conc,n,completed,errors,elapsed_s,rps
1,80,80,0,18.766,4.263
2,80,80,0,10.147,7.884
4,80,80,0,31.199,2.564
8,80,80,0,6.131,13.047
16,80,80,0,8.174,9.788
32,80,80,0,7.163,11.169
