i,create_ms,first_exec_ms,destroy_ms,total_ms
0,182.669,51.533,40.216,274.419
1,761.633,129.500,94.409,985.542
2,194.254,130.083,86.195,410.534
3,175.195,82.208,48.719,306.123
4,146.295,60.732,52.222,259.249
5,185.183,69.044,42.586,296.814
6,390.340,60.457,136.021,586.820
7,200.507,51.213,27.486,279.206
8,104.048,50.628,34.525,189.202
9,106.876,49.908,28.481,185.266
10,128.481,50.615,28.924,208.022
11,95.995,47.070,35.212,178.278
12,96.841,47.362,49.266,193.471
13,212.123,55.500,39.467,307.092
14,133.446,47.530,36.324,217.302
15,100.325,49.167,44.926,194.419
16,174.478,53.591,157.919,385.989
17,570.484,183.466,80.139,834.090
18,147.135,62.082,38.363,247.581
19,116.721,52.121,36.927,205.770
20,110.147,53.875,48.465,212.489
21,124.983,48.814,32.722,206.520
22,114.754,47.756,27.520,190.030
23,94.117,46.730,27.292,168.140
24,176.355,121.160,66.277,363.794
25,259.801,223.405,45.410,528.617
26,169.253,54.021,41.884,265.159
27,129.675,50.557,49.344,229.577
28,163.842,67.772,57.898,289.513
29,183.663,51.177,34.710,269.550
30,106.414,47.098,30.580,184.093
31,97.821,54.355,30.865,183.043
32,110.091,47.290,29.012,186.395
33,255.842,269.067,94.953,619.862
34,195.023,79.912,33.980,308.916
35,148.111,65.293,33.630,247.035
36,161.684,50.866,38.253,250.803
37,116.551,58.857,34.448,209.858
38,108.441,56.393,32.169,197.003
39,114.756,54.486,31.601,200.843
40,104.257,49.103,40.219,193.580
41,105.471,47.970,28.890,182.331
42,138.009,57.912,31.944,227.866
43,91.790,47.727,25.928,165.445
44,102.347,87.721,35.299,225.368
45,111.406,48.154,32.986,192.547
46,113.576,53.328,34.089,200.994
47,111.218,49.919,37.188,198.327
48,99.251,53.015,43.569,195.837
49,113.662,51.153,35.458,200.274
50,108.928,44.676,33.983,187.588
51,111.063,50.144,29.067,190.275
52,96.604,54.936,32.879,184.420
53,101.915,53.921,35.653,191.490
54,206.224,55.817,65.162,327.203
55,517.925,93.703,86.460,698.089
56,186.626,82.980,61.080,330.687
57,229.730,56.975,52.164,338.871
58,128.474,61.301,54.457,244.233
59,116.770,49.204,29.086,195.061
60,118.030,55.325,103.961,277.317
61,129.643,54.810,30.320,214.774
62,147.735,47.420,29.204,224.359
63,96.708,46.875,29.614,173.198
64,94.611,47.797,29.809,172.218
65,93.128,47.556,84.847,225.532
66,100.602,49.191,31.661,181.455
67,91.330,50.064,27.634,169.029
68,95.000,49.079,32.719,176.798
69,123.013,54.981,30.405,208.400
70,102.232,52.741,29.979,184.953
71,97.202,47.782,31.025,176.009
72,97.603,49.946,36.859,184.408
73,111.606,51.364,30.190,193.161
74,98.368,46.510,32.757,177.636
75,90.808,52.455,27.833,171.098
76,99.487,48.978,29.122,177.588
77,101.502,43.127,26.550,171.180
78,93.105,46.847,29.201,169.155
79,105.692,45.575,35.100,186.368
80,128.312,51.138,28.749,208.200
81,96.302,47.187,28.444,171.934
