conc,n,completed,errors,elapsed_s,rps
1,80,80,0,17.920,4.464
2,80,80,0,9.504,8.418
4,80,80,0,5.328,15.015
8,80,80,0,6.862,11.658
16,80,80,0,7.659,10.446
32,80,80,0,6.739,11.871
