i,create_ms,first_exec_ms,destroy_ms,total_ms
0,160.797,75.616,58.969,295.383
1,164.808,77.175,58.074,300.058
2,177.976,76.427,60.825,315.229
3,163.491,77.220,58.556,299.267
4,163.356,76.746,60.582,300.685
5,160.063,76.012,65.928,302.004
6,173.808,77.103,61.846,312.758
7,167.984,76.211,58.281,302.478
8,171.592,76.492,60.285,308.370
9,166.093,79.328,58.400,303.822
10,157.887,76.364,60.390,294.642
11,167.960,77.966,60.087,306.014
12,165.125,76.562,63.129,304.816
13,166.280,77.591,55.027,298.900
14,165.778,79.038,62.044,306.861
15,166.082,77.586,63.437,307.106
16,167.444,76.863,61.917,306.225
17,166.536,77.626,59.755,303.917
18,170.744,77.133,56.355,304.232
19,165.491,76.093,58.959,300.543
20,172.317,76.885,62.042,311.245
21,161.746,79.148,60.606,301.501
22,167.502,76.979,66.379,310.861
23,182.135,77.654,63.451,323.241
24,162.129,77.696,60.227,300.053
25,178.467,76.131,60.837,315.436
26,167.472,77.453,62.333,307.260
27,162.836,76.875,62.803,302.516
28,169.436,77.624,62.364,309.424
29,166.993,77.888,61.988,306.869
30,177.849,78.642,60.019,316.511
31,171.474,75.678,65.375,312.528
32,170.442,76.562,63.089,310.095
33,164.704,77.256,59.416,301.377
34,159.056,76.985,63.345,299.387
35,167.870,77.226,60.519,305.616
36,161.684,75.231,59.856,296.771
37,167.610,79.941,59.835,307.386
38,171.097,74.939,59.083,305.120
39,167.506,77.659,62.439,307.605
40,168.024,79.830,63.483,311.337
41,166.755,76.392,58.811,301.958
42,161.900,75.975,58.541,296.417
43,165.337,77.079,61.045,303.462
44,166.365,79.253,60.774,306.393
45,168.784,76.697,57.818,303.300
46,161.203,77.302,61.138,299.645
47,168.588,76.331,61.238,306.158
48,171.025,76.300,59.863,307.189
49,161.833,76.792,56.054,294.680
50,175.800,76.054,60.045,311.900
51,168.903,80.727,59.999,309.630
52,166.448,76.495,61.757,304.701
53,158.683,76.050,61.010,295.745
54,159.021,75.465,60.206,294.693
55,165.638,75.279,56.078,296.996
56,156.293,75.934,60.960,293.188
57,168.215,77.286,61.628,307.130
58,167.814,77.484,58.441,303.739
59,159.022,75.770,55.920,290.714
60,165.130,77.639,58.402,301.171
61,175.544,79.660,60.099,315.304
62,162.955,77.335,52.927,293.218
63,168.546,76.935,60.915,306.398
64,174.044,77.898,59.046,310.990
65,159.036,76.024,60.665,295.726
66,161.920,76.617,57.100,295.639
67,169.274,79.720,59.608,308.603
68,167.908,77.838,57.356,303.103
69,156.266,76.494,59.763,292.525
70,163.436,76.101,56.263,295.801
71,160.944,76.729,58.265,295.939
72,161.573,77.504,61.221,300.299
73,160.998,75.713,61.694,298.407
74,166.710,78.836,64.105,309.653
75,164.882,78.296,60.777,303.956
76,163.587,76.438,58.807,298.834
77,162.454,75.824,62.804,301.083
78,167.535,76.024,58.121,301.682
79,161.057,78.981,60.596,300.635
80,173.686,78.208,59.672,311.567
81,169.195,75.665,54.583,299.445
82,162.410,77.078,61.606,301.095
83,170.079,76.818,60.345,307.243
84,173.946,78.042,66.454,318.442
85,163.331,76.181,58.689,298.202
86,163.988,77.416,61.199,302.604
87,168.476,76.126,59.017,303.620
88,172.875,77.328,64.430,314.634
89,174.488,74.926,62.028,311.444
90,168.442,78.413,62.489,309.345
91,167.227,76.590,60.978,304.795
92,163.923,75.966,60.593,300.484
93,167.069,77.306,65.756,310.132
94,177.156,78.458,62.612,318.227
95,168.107,76.884,64.208,309.199
96,172.542,76.686,64.391,313.620
97,172.315,77.099,65.433,314.848
98,163.703,76.909,60.662,301.275
99,160.189,78.521,55.920,294.630
100,161.901,77.224,58.834,297.961
101,168.549,75.809,57.285,301.644
102,165.258,76.143,57.967,299.369
103,166.586,78.187,61.441,306.215
104,182.421,77.054,58.531,318.007
105,166.741,81.717,55.905,304.364
106,171.136,76.363,59.812,307.311
107,168.120,76.671,58.014,302.806
108,171.646,76.240,60.262,308.149
109,168.738,77.893,56.233,302.865
110,165.906,75.918,65.943,307.768
111,172.852,77.032,59.166,309.051
112,182.772,76.178,56.016,314.967
113,164.401,76.249,56.477,297.127
114,171.734,76.206,62.087,310.028
115,173.289,77.177,57.014,307.481
116,165.612,78.007,63.118,306.738
