conc,n,completed,errors,elapsed_s,rps
1,80,80,0,18.189,4.398
2,80,80,0,9.592,8.340
4,80,80,0,5.348,14.959
8,80,80,0,6.450,12.402
16,80,80,0,7.349,10.885
32,80,80,0,7.254,11.028
