conc,n,completed,errors,elapsed_s,rps
1,80,80,0,17.992,4.447
2,80,80,0,9.622,8.314
4,80,80,0,5.307,15.073
8,80,80,0,7.245,11.041
16,80,80,0,7.063,11.327
32,80,80,0,7.167,11.163
