conc,n,completed,errors,elapsed_s,rps
1,80,80,0,17.925,4.463
2,80,80,0,9.462,8.455
4,80,80,0,5.312,15.059
8,80,80,0,6.760,11.834
16,80,80,0,7.550,10.596
32,80,80,0,7.633,10.480
