i,create_ms,first_exec_ms,destroy_ms,total_ms
0,1719.754,78.973,60.386,1859.114
1,173.027,77.918,61.383,312.329
2,178.321,75.621,62.036,315.979
3,171.636,77.686,65.477,314.801
4,164.114,76.826,60.969,301.910
5,165.012,76.817,59.066,300.896
6,171.308,76.129,58.368,305.806
7,171.271,76.566,61.675,309.514
8,171.631,76.062,61.606,309.300
9,157.524,77.281,58.002,292.807
10,166.926,76.816,59.708,303.451
11,166.818,77.177,60.062,304.058
12,160.289,75.456,63.276,299.022
13,172.592,75.591,65.422,313.605
14,176.594,76.332,61.624,314.551
15,154.822,76.330,60.117,291.270
16,165.025,76.067,57.589,298.682
17,175.761,75.485,63.780,315.027
18,172.347,76.585,59.042,307.975
19,169.039,76.837,58.708,304.585
20,168.124,76.959,58.624,303.708
21,163.042,77.539,59.595,300.177
22,166.691,76.301,61.322,304.316
23,169.236,75.105,54.836,299.178
24,169.522,76.390,56.823,302.737
25,166.601,76.301,59.631,302.533
26,165.643,77.113,59.989,302.746
27,162.945,75.428,59.920,298.295
28,162.178,75.497,62.346,300.022
29,169.803,76.929,58.173,304.906
30,161.736,76.420,59.273,297.429
31,168.564,77.003,61.220,306.788
32,166.130,78.392,61.878,306.400
33,163.976,76.404,57.588,297.970
34,168.418,76.795,63.373,308.587
35,160.159,77.250,59.488,296.898
36,167.231,76.819,60.891,304.941
37,178.010,77.032,57.494,312.536
38,173.288,76.457,62.349,312.095
39,167.787,75.790,62.233,305.810
40,168.837,76.396,59.548,304.783
41,170.958,76.814,54.031,301.803
42,163.285,77.003,62.396,302.685
43,168.112,78.394,59.389,305.896
44,176.127,77.022,61.135,314.286
45,172.279,76.723,60.471,309.474
46,166.612,76.001,60.329,302.943
47,172.503,76.765,59.767,309.037
48,164.977,76.397,55.568,296.944
49,165.570,76.488,60.219,302.278
50,174.872,76.496,56.070,307.439
51,166.121,75.881,56.467,298.470
52,170.101,79.108,62.792,312.002
53,164.019,76.951,60.434,301.405
54,170.085,75.921,55.428,301.435
55,171.484,76.269,64.026,311.780
56,165.044,76.568,56.090,297.702
57,167.431,76.005,59.470,302.907
58,169.169,76.596,55.817,301.583
59,163.640,77.037,61.530,302.209
60,176.670,78.220,59.073,313.964
61,166.321,75.488,54.301,296.111
62,162.257,77.732,64.634,304.624
63,178.092,77.560,58.026,313.679
64,173.842,77.326,63.739,314.908
65,166.726,77.213,60.857,304.798
66,160.746,75.930,59.140,295.816
67,165.682,77.756,59.929,303.368
68,170.208,76.774,60.422,307.404
69,178.939,76.331,61.499,316.769
70,158.685,76.160,58.541,293.387
71,166.981,78.251,59.658,304.892
72,160.353,76.995,56.241,293.590
73,162.393,76.088,61.124,299.606
74,178.457,76.993,54.545,309.997
75,163.622,78.402,62.777,304.802
76,160.013,76.381,60.860,297.255
77,166.883,75.810,58.209,300.903
78,160.469,76.749,56.504,293.723
79,169.449,76.846,56.613,302.908
80,155.920,76.888,58.761,291.570
81,154.228,76.386,59.708,290.322
82,160.752,76.787,59.362,296.903
83,170.707,77.287,61.914,309.909
84,162.854,76.597,54.494,293.945
85,167.101,76.467,59.995,303.564
86,162.117,77.201,61.574,300.893
87,159.362,76.861,53.991,290.214
88,166.312,76.859,55.030,298.202
89,167.518,75.509,54.482,297.510
90,163.649,76.771,59.039,299.460
91,158.706,75.798,61.271,295.776
92,166.105,78.750,59.774,304.631
93,163.562,76.684,58.574,298.821
94,167.908,76.257,56.800,300.966
95,164.670,76.405,60.022,301.098
96,170.966,77.172,59.841,307.979
97,164.956,77.629,59.839,302.425
98,157.132,76.318,61.403,294.853
99,171.695,77.669,58.391,307.756
100,163.463,76.379,57.223,297.066
101,162.152,76.667,58.825,297.645
102,160.913,77.059,54.986,292.959
103,156.044,76.397,55.926,288.368
104,165.360,75.893,56.718,297.971
105,163.782,75.017,63.332,302.131
106,166.211,77.184,58.944,302.340
107,165.654,76.060,54.394,296.109
108,162.256,77.114,61.291,300.662
109,163.828,76.043,59.336,299.208
110,161.720,77.428,53.667,292.816
111,165.106,75.926,59.907,300.939
112,161.440,77.169,54.882,293.492
113,165.119,76.098,61.251,302.469
114,174.468,75.943,54.520,304.932
115,169.851,75.625,61.791,307.267
116,163.962,77.973,58.043,299.980
117,166.508,76.670,58.061,301.239
118,152.124,76.052,59.108,287.286
119,167.535,76.334,58.822,302.692
120,154.512,75.868,58.721,289.102
121,161.073,77.247,60.110,298.432
122,169.398,77.062,57.652,304.113
123,163.651,76.100,60.134,299.885
124,168.058,75.955,61.459,305.472
125,164.458,77.160,61.417,303.036
126,176.086,76.377,60.214,312.678
127,168.573,76.590,58.940,304.104
128,157.467,75.429,57.087,289.984
129,163.514,75.745,59.542,298.803
130,161.365,76.498,59.078,296.941
131,159.747,76.554,59.440,295.742
132,158.447,78.429,59.288,296.166
133,166.634,76.699,56.506,299.840
134,162.440,77.965,60.327,300.733
135,159.124,76.678,60.311,296.114
136,161.504,75.575,53.836,290.916
137,163.861,77.705,54.932,296.500
138,164.874,76.470,52.331,293.677
139,163.254,78.308,61.868,303.432
140,162.201,76.375,60.204,298.781
141,166.790,76.291,54.074,297.156
142,166.579,77.001,53.826,297.407
143,175.291,76.498,56.293,308.082
144,165.543,77.084,53.822,296.450
145,172.268,76.363,58.336,306.968
146,169.943,74.982,55.516,300.442
147,159.822,75.931,59.033,294.787
148,174.908,77.228,58.347,310.484
149,162.610,76.813,58.204,297.629
150,167.254,76.674,57.897,301.826
151,164.125,75.639,56.209,295.973
152,159.286,77.205,60.951,297.443
153,171.472,77.261,57.523,306.257
154,165.109,75.814,58.088,299.011
155,156.905,75.257,59.372,291.535
156,171.773,75.926,57.745,305.445
157,161.294,75.837,53.998,291.130
158,162.410,76.053,58.977,297.441
159,166.310,79.447,58.451,304.210
160,171.348,77.120,61.641,310.110
161,171.601,76.599,58.758,306.958
162,162.472,78.062,61.638,302.173
163,171.111,74.854,57.955,303.921
164,165.051,78.242,60.900,304.193
165,161.399,76.363,57.922,295.684
166,162.346,77.680,61.207,301.234
167,161.814,78.113,59.840,299.769
168,161.430,77.975,59.860,299.266
169,175.392,77.343,59.043,311.778
170,163.684,77.447,57.474,298.606
171,161.546,75.354,56.280,293.181
172,164.841,76.430,53.264,294.536
173,163.914,75.704,58.330,297.949
174,159.704,75.205,57.051,291.961
175,172.114,79.816,55.154,307.084
176,179.128,78.309,59.401,316.840
177,164.657,78.251,59.957,302.866
178,163.916,76.491,54.517,294.926
179,171.923,76.762,59.260,307.945
180,167.954,78.169,62.342,308.465
181,164.459,76.048,60.091,300.600
182,170.599,76.994,67.062,314.656
183,166.134,76.458,63.875,306.468
184,162.064,77.552,62.705,302.322
185,162.807,76.878,62.889,302.574
186,171.167,75.650,54.996,301.814
187,165.349,76.665,60.869,302.884
188,175.043,77.293,59.399,311.736
189,182.391,76.125,60.846,319.362
190,168.002,75.537,59.230,302.771
191,168.350,75.004,58.445,301.800
192,167.943,77.545,59.662,305.151
193,161.435,76.642,57.122,295.199
194,177.102,77.455,56.225,310.783
195,168.103,77.827,59.005,304.936
196,168.441,78.281,61.674,308.398
197,162.982,76.175,65.051,304.209
198,168.695,76.572,59.854,305.121
199,171.561,78.622,60.294,310.478
