conc,n,completed,errors,elapsed_s,rps
1,80,80,0,18.780,4.260
2,80,80,0,10.133,7.895
4,80,80,0,5.950,13.446
8,80,80,0,6.185,12.935
16,80,80,0,7.377,10.844
32,80,80,0,7.355,10.877
