i,create_ms,first_exec_ms,destroy_ms,total_ms
0,156.775,60.362,33.601,250.740
1,98.279,45.965,30.906,175.150
2,100.135,48.276,30.908,179.320
3,104.985,46.037,33.387,184.410
4,215.397,63.001,70.775,349.174
5,139.303,52.371,32.406,224.081
6,115.852,59.649,67.986,243.488
7,177.357,57.246,35.792,270.396
8,126.719,53.622,35.530,215.872
9,113.727,49.255,43.161,206.144
10,328.634,56.307,32.828,417.770
11,102.995,53.069,41.833,197.899
12,105.640,49.353,51.906,206.900
13,211.364,70.054,55.321,336.740
14,262.539,62.597,46.078,371.215
15,108.753,46.650,30.424,185.827
16,105.725,45.267,29.230,180.223
17,100.073,47.731,27.813,175.618
18,105.465,52.502,33.114,191.082
19,91.005,54.243,34.396,179.645
20,128.653,48.021,33.528,210.203
21,97.984,46.029,31.814,175.828
22,89.307,45.244,27.655,162.207
23,92.481,49.643,54.176,196.301
24,107.755,49.416,36.627,193.799
25,87.679,48.187,29.176,165.043
26,88.628,46.789,31.543,166.960
27,87.069,47.168,32.208,166.446
28,87.111,45.499,31.278,163.889
29,111.778,60.772,31.720,204.271
30,109.264,49.415,33.147,191.826
31,97.357,48.910,33.003,179.271
32,91.873,48.672,35.285,175.831
33,87.309,50.899,36.568,174.777
34,113.460,49.902,35.471,198.834
35,119.206,53.474,38.203,210.884
36,99.580,46.602,29.605,175.788
37,106.843,44.994,33.139,184.977
38,90.579,48.305,29.909,168.795
39,94.162,45.612,27.866,167.640
40,94.864,47.488,30.000,172.353
41,127.705,52.505,30.725,210.936
42,95.171,50.414,29.271,174.857
43,118.220,44.958,28.220,191.399
44,287.315,58.265,44.412,389.994
45,144.939,52.130,32.376,229.446
46,93.173,44.782,36.342,174.297
47,93.319,46.084,29.430,168.834
48,142.946,52.835,28.039,223.820
49,100.765,48.147,30.692,179.606
50,98.334,50.147,30.768,179.250
51,91.954,47.096,33.812,172.862
52,100.024,42.810,30.437,173.272
53,92.515,47.193,27.414,167.124
54,102.703,52.412,33.042,188.159
55,99.901,44.988,31.090,175.980
56,100.671,48.359,29.272,178.303
57,82.667,47.385,24.704,154.756
58,106.294,46.705,29.835,182.834
59,93.619,48.205,34.196,176.021
60,98.851,44.815,27.676,171.343
61,93.079,47.577,31.504,172.161
62,92.221,45.878,27.321,165.421
63,87.831,42.775,28.735,159.342
64,92.369,47.527,46.286,186.183
65,138.983,48.976,32.647,220.607
