i,create_ms,first_exec_ms,destroy_ms,total_ms
0,3603.554,79.715,61.174,3744.444
1,180.370,75.532,56.089,311.993
2,180.507,78.515,60.849,319.873
3,170.573,79.273,59.562,309.409
4,175.738,77.252,58.214,311.204
5,175.625,76.563,52.423,304.613
6,175.492,77.525,64.351,317.369
7,176.416,77.453,59.952,313.822
8,177.336,77.093,55.394,309.824
9,179.628,80.995,58.092,318.715
10,173.638,79.921,58.935,312.494
11,177.925,76.401,58.319,312.645
12,172.646,77.305,55.916,305.868
13,176.500,75.623,57.923,310.046
14,178.384,75.929,56.461,310.774
15,177.983,76.429,60.080,314.494
16,180.748,76.700,58.453,315.903
17,177.797,78.576,58.886,315.260
18,189.696,76.414,58.752,324.863
19,185.295,78.259,57.948,321.503
20,179.139,76.105,53.657,308.901
21,174.769,77.228,59.988,311.987
22,177.402,76.315,55.911,309.628
23,182.700,75.551,58.658,316.911
24,179.179,75.948,55.258,310.386
25,171.042,77.694,54.771,303.508
26,174.231,76.389,55.057,305.678
27,173.266,77.383,53.795,304.445
28,169.972,77.644,55.961,303.579
29,184.444,78.440,57.508,320.393
30,176.287,77.154,58.763,312.205
31,176.185,75.545,62.595,314.326
32,176.056,77.235,58.257,311.549
33,185.923,77.416,54.666,318.006
34,170.036,76.246,56.750,303.032
35,177.762,78.316,54.362,310.441
36,179.895,78.283,60.888,319.067
37,174.761,76.028,60.721,311.511
38,171.681,78.855,57.399,307.937
39,174.230,78.847,56.709,309.787
40,174.127,76.964,61.866,312.958
41,177.727,77.804,60.053,315.585
42,178.665,75.927,59.743,314.335
43,184.253,75.743,62.394,322.391
44,176.337,77.406,60.485,314.230
45,182.244,76.514,59.601,318.361
46,175.875,74.992,59.399,310.267
47,174.950,78.336,53.331,306.617
48,172.365,77.529,60.116,310.010
49,176.751,76.457,63.112,316.321
50,174.011,79.877,54.566,308.455
51,181.426,78.080,61.929,321.435
52,179.237,76.057,55.265,310.560
53,166.445,75.735,59.275,301.456
54,179.711,78.660,58.901,317.272
55,184.466,77.555,62.506,324.528
56,177.305,76.838,58.073,312.217
57,168.870,78.409,64.286,311.567
58,180.165,76.660,60.579,317.404
59,177.932,76.688,59.560,314.182
60,177.646,77.525,61.168,316.341
61,183.090,78.680,58.487,320.257
62,183.980,76.240,55.791,316.013
63,172.136,76.903,55.799,304.839
64,182.115,77.150,56.675,315.941
65,184.204,78.493,59.173,321.871
66,180.080,77.922,62.572,320.575
67,181.160,75.752,57.602,314.515
68,173.588,77.666,56.920,308.175
69,174.851,76.811,60.115,311.778
70,173.301,76.791,55.607,305.701
71,181.888,77.043,59.382,318.314
72,178.032,76.867,55.800,310.700
73,175.686,77.040,58.810,311.537
74,183.543,78.215,57.117,318.876
75,180.364,78.005,57.624,315.994
76,187.964,75.697,64.154,327.815
77,189.829,77.834,57.787,325.451
78,174.366,77.129,57.486,308.982
79,175.867,76.061,58.880,310.809
80,176.203,76.126,59.554,311.884
81,184.613,75.816,55.783,316.213
82,174.370,76.125,61.844,312.339
83,180.221,79.022,58.970,318.214
84,173.069,75.765,58.722,307.557
85,170.215,77.073,58.924,306.213
86,171.509,75.997,58.282,305.789
87,175.252,76.924,60.061,312.237
88,175.606,77.994,58.651,312.251
89,168.753,76.735,60.008,305.497
90,177.772,77.906,64.004,319.683
91,177.758,76.326,56.706,310.791
92,175.260,76.422,61.086,312.769
93,184.636,77.253,60.383,322.273
94,172.476,76.285,56.209,304.971
95,176.981,78.461,61.373,316.817
96,182.748,76.124,54.205,313.078
97,172.129,76.145,55.473,303.748
98,172.150,78.256,60.212,310.619
99,177.656,77.309,60.755,315.721
100,175.254,75.994,58.369,309.618
101,173.592,76.664,55.454,305.711
102,175.158,76.929,58.192,310.279
103,174.934,78.480,58.828,312.243
104,175.908,75.719,57.348,308.976
105,174.740,78.439,55.031,308.210
106,176.469,76.096,57.037,309.602
107,168.822,75.849,61.299,305.971
108,182.058,76.720,69.133,327.912
109,181.090,77.582,59.098,317.771
110,175.632,77.789,61.773,315.195
111,177.069,76.243,58.223,311.536
112,178.047,77.552,58.741,314.342
113,177.316,78.148,61.376,316.841
114,175.002,76.824,55.557,307.384
115,186.321,77.279,58.297,321.898
116,165.905,76.631,58.798,301.336
117,173.474,79.287,56.480,309.242
118,180.457,77.420,62.485,320.363
119,173.279,77.580,62.190,313.049
120,178.642,77.716,53.825,310.185
121,181.240,75.680,63.923,320.844
122,180.742,78.707,62.002,321.453
123,182.478,74.642,58.992,316.113
124,175.117,78.589,55.020,308.728
125,184.807,76.409,54.508,315.725
126,175.193,82.340,56.365,313.899
127,179.010,76.695,57.098,312.803
128,175.746,76.762,59.338,311.847
129,178.343,77.357,57.446,313.148
130,180.583,79.053,60.507,320.143
131,191.586,77.698,60.188,329.473
132,173.047,78.425,53.647,305.121
133,172.489,77.303,62.498,312.290
134,180.608,79.042,59.099,318.751
135,174.769,77.445,58.322,310.536
136,181.534,76.424,57.232,315.191
137,177.474,77.611,55.577,310.662
138,173.257,78.469,58.090,309.817
139,175.807,77.645,58.726,312.179
140,172.087,76.928,58.671,307.687
141,175.734,77.224,56.511,309.471
142,181.157,78.703,56.318,316.179
143,172.535,76.044,58.299,306.880
144,178.451,76.796,60.109,315.356
145,173.351,77.605,54.228,305.185
146,172.538,78.144,60.413,311.095
147,179.992,77.531,58.897,316.422
148,179.046,76.012,59.316,314.375
149,169.667,77.766,56.209,303.642
150,177.751,77.032,58.389,313.173
151,169.855,77.144,62.547,309.547
152,180.216,75.755,58.789,314.760
153,172.547,77.345,58.573,308.466
154,177.891,79.735,60.217,317.844
155,169.690,77.055,58.051,304.797
156,185.151,78.771,60.406,324.329
157,175.233,76.288,57.070,308.592
158,168.650,76.407,57.978,303.035
159,177.967,78.311,55.474,311.754
160,177.595,78.261,58.428,314.285
161,176.061,76.257,58.061,310.380
162,171.973,76.232,61.874,310.080
163,171.629,76.110,58.275,306.015
164,179.810,76.409,55.718,311.938
165,182.286,75.250,58.940,316.477
166,176.314,76.957,59.474,312.746
167,180.830,78.691,53.792,313.314
168,173.865,78.988,61.570,314.425
169,173.747,78.147,62.521,314.415
170,174.478,77.162,53.990,305.630
171,172.293,78.480,59.872,310.645
172,177.997,76.272,55.643,309.913
173,175.685,76.574,54.033,306.294
174,174.251,78.206,54.670,307.128
175,173.601,76.694,58.020,308.316
176,178.135,77.511,57.395,313.042
177,173.113,74.753,59.443,307.310
178,176.574,76.633,58.055,311.263
179,177.870,77.285,63.156,318.312
180,181.402,77.471,60.201,319.076
181,180.636,76.695,59.529,316.861
182,177.917,78.391,55.555,311.864
183,175.667,76.110,54.233,306.010
184,176.363,76.324,62.324,315.012
185,173.322,77.205,57.548,308.076
186,178.168,75.496,59.474,313.139
187,184.307,77.458,53.115,314.881
188,170.851,77.608,58.473,306.933
189,174.376,75.624,57.488,307.489
190,183.919,77.661,55.413,316.994
191,179.197,78.277,61.309,318.783
192,179.347,77.500,59.183,316.031
193,182.353,76.965,62.640,321.959
194,169.845,78.022,59.611,307.478
195,180.467,77.408,58.518,316.394
196,177.326,74.871,60.866,313.063
197,173.907,76.624,55.528,306.059
198,174.354,75.897,59.327,309.579
199,179.720,75.638,57.194,312.553
