i,create_ms,first_exec_ms,destroy_ms,total_ms
0,2389.632,197.148,268.575,2855.355
1,2374.243,201.083,275.501,2850.828
2,2384.282,207.921,268.570,2860.774
3,2399.893,201.794,282.822,2884.510
4,2380.552,198.396,259.843,2838.792
5,2384.435,180.967,294.568,2859.971
6,2295.364,194.329,270.308,2760.002
7,2370.698,197.395,294.560,2862.654
8,2384.315,208.795,281.051,2874.162
9,2376.359,205.184,281.152,2862.696
10,2358.061,205.961,269.570,2833.593
11,2297.654,209.546,275.641,2782.841
12,2380.540,192.251,301.153,2873.945
13,2365.383,191.526,285.795,2842.706
14,2282.489,177.029,273.883,2733.402
15,2286.759,205.629,289.783,2782.173
16,2394.475,206.464,286.718,2887.658
17,2292.115,195.717,298.088,2785.921
18,2283.569,202.657,278.385,2764.612
19,2275.658,195.785,280.037,2751.480
20,2375.626,203.034,276.597,2855.259
21,2368.981,193.382,283.360,2845.724
22,2343.495,196.782,285.005,2825.283
23,2384.143,188.638,289.911,2862.693
24,2354.331,204.320,274.495,2833.147
25,2369.579,196.115,286.551,2852.246
26,2369.519,201.203,279.001,2849.724
27,2373.610,211.534,292.355,2877.500
28,2377.260,192.788,289.755,2859.805
29,2373.960,206.675,259.629,2840.265
30,2302.930,203.550,281.882,2788.362
31,2409.349,212.307,294.167,2915.824
32,2408.998,196.938,293.765,2899.702
33,2382.652,209.080,289.877,2881.610
34,2377.620,190.983,277.459,2846.063
35,2397.973,196.343,300.934,2895.251
36,2297.516,196.199,272.394,2766.110
37,2392.553,187.114,285.671,2865.339
38,2380.808,206.457,262.238,2849.504
39,2374.701,201.496,279.162,2855.361
40,2370.523,195.010,288.567,2854.101
41,2380.293,210.089,282.575,2872.958
42,2370.806,204.877,276.337,2852.021
43,2396.993,207.363,271.025,2875.382
44,2400.548,207.928,275.868,2884.345
45,2420.214,201.743,289.649,2911.607
46,2379.144,216.413,285.351,2880.910
47,2370.641,201.244,287.923,2859.808
48,2375.812,197.760,271.601,2845.175
49,2394.193,204.218,290.918,2889.330
50,2280.775,212.024,277.181,2769.980
51,2398.752,209.954,298.320,2907.028
52,2387.996,207.580,293.106,2888.683
53,2382.675,198.527,281.573,2862.776
54,2386.290,212.900,297.915,2897.106
55,2375.794,192.690,287.382,2855.866
56,2400.150,206.184,267.138,2873.473
57,2372.721,218.847,284.805,2876.375
58,2293.033,197.254,298.156,2788.444
59,2367.508,189.578,279.095,2836.182
60,2364.276,199.101,271.738,2835.116
61,2354.373,207.113,288.717,2850.204
62,2389.840,216.627,285.490,2891.958
63,2377.111,198.796,269.447,2845.355
64,2364.409,198.119,277.896,2840.425
65,2364.442,184.061,264.526,2813.030
66,2385.026,203.302,265.489,2853.818
67,2370.543,191.601,287.955,2850.100
68,2296.335,199.501,287.224,2783.061
69,2355.725,196.269,289.905,2841.900
70,2399.243,204.558,273.240,2877.042
71,2373.482,203.608,293.299,2870.391
72,2366.562,206.377,295.560,2868.500
73,2297.635,196.566,285.241,2779.443
74,2271.855,205.020,284.581,2761.457
75,2381.652,193.307,288.699,2863.659
76,2366.323,203.924,290.594,2860.843
77,2378.204,175.306,288.354,2841.865
78,2311.359,199.488,268.095,2778.942
79,2354.127,206.163,288.190,2848.482
80,2381.897,178.219,295.810,2855.927
81,2371.458,199.548,302.241,2873.248
82,2366.716,212.781,279.541,2859.038
83,2378.613,206.126,282.858,2867.598
84,2382.657,208.173,283.105,2873.936
85,2387.535,202.939,285.063,2875.539
86,2357.343,199.065,283.111,2839.520
87,2381.775,207.576,280.394,2869.746
88,2374.294,202.680,292.677,2869.652
89,2402.739,198.927,279.765,2881.432
90,2289.740,195.407,273.751,2758.899
91,2369.206,203.782,285.907,2858.896
92,2394.310,212.276,279.275,2885.861
93,2375.738,205.958,272.054,2853.751
94,2394.414,209.205,283.821,2887.441
95,2392.204,201.889,288.817,2882.912
96,2359.777,195.001,294.365,2849.145
97,2377.233,204.686,289.424,2871.344
98,2371.620,205.785,289.892,2867.298
99,2387.187,193.212,289.630,2870.029
