i,create_ms,first_exec_ms,destroy_ms,total_ms,exit_code
0,159.628,84.024,63.222,306.875,0
1,155.117,81.836,70.068,307.022,0
2,159.186,82.440,67.005,308.631,0
3,160.537,78.713,62.038,301.289,0
4,158.513,84.986,62.272,305.772,0
5,160.876,80.991,64.372,306.241,0
6,147.405,79.025,64.186,290.618,0
7,160.100,80.597,65.786,306.484,0
8,159.040,81.361,61.387,301.789,0
9,156.626,79.345,63.845,299.817,0
10,161.292,82.606,65.394,309.293,0
11,157.120,86.791,68.641,312.553,0
12,149.470,80.098,62.838,292.407,0
13,152.279,79.245,67.330,298.854,0
14,160.480,79.692,66.609,306.781,0
15,157.721,77.573,63.382,298.677,0
16,150.653,80.553,58.732,289.939,0
17,162.701,79.166,65.415,307.282,0
18,154.715,85.171,62.482,302.369,0
19,152.621,84.013,62.596,299.231,0
20,151.406,80.527,65.433,297.367,0
21,157.210,84.315,60.702,302.228,0
22,155.599,78.424,60.209,294.234,0
23,153.400,81.902,61.770,297.073,0
24,153.666,83.500,63.036,300.203,0
25,164.460,80.306,61.290,306.057,0
26,152.606,82.895,64.627,300.130,0
27,154.912,80.593,59.278,294.784,0
28,158.098,80.760,68.030,306.889,0
29,153.620,82.074,67.696,303.391,0
30,149.635,77.872,70.480,297.988,0
31,157.372,82.782,62.338,302.493,0
32,151.487,83.208,68.191,302.886,0
33,153.639,82.153,64.324,300.117,0
34,153.066,83.010,67.681,303.758,0
35,153.035,78.895,64.808,296.739,0
36,151.806,82.127,65.037,298.971,0
37,152.848,81.304,64.075,298.228,0
38,154.085,79.200,69.929,303.216,0
39,156.418,83.679,63.288,303.386,0
40,148.817,82.294,63.499,294.611,0
41,151.412,79.350,70.719,301.482,0
42,151.808,80.850,65.763,298.422,0
43,150.434,79.313,71.878,301.625,0
44,149.543,85.316,67.335,302.195,0
45,166.206,77.896,67.639,311.742,0
46,147.254,83.195,59.944,290.394,0
47,152.102,80.017,60.703,292.823,0
48,152.644,81.662,65.111,299.419,0
49,144.110,81.737,62.687,288.534,0
50,154.706,82.059,67.473,304.239,0
51,157.009,79.946,66.902,303.858,0
52,149.829,79.283,59.935,289.049,0
53,158.071,81.714,63.299,303.085,0
54,155.711,83.519,65.515,304.746,0
55,149.704,79.664,62.760,292.129,0
56,150.067,84.413,60.632,295.113,0
57,152.641,82.637,68.887,304.167,0
58,152.409,86.083,67.688,306.180,0
59,150.982,82.732,62.067,295.782,0
60,158.465,79.830,68.057,306.353,0
61,164.651,82.863,63.011,310.527,0
62,156.640,82.535,65.998,305.173,0
63,156.812,80.837,64.632,302.282,0
64,146.678,84.219,64.210,295.108,0
65,156.525,81.947,64.986,303.459,0
66,152.572,80.396,61.070,294.040,0
67,155.956,80.784,60.579,297.320,0
68,155.661,80.921,64.130,300.714,0
69,158.443,82.408,66.525,307.378,0
70,153.573,77.645,67.400,298.620,0
