i,create_ms,first_exec_ms,destroy_ms,total_ms
0,220.395,110.151,77.576,408.123
1,218.151,100.364,74.175,392.691
2,226.613,105.984,89.489,422.087
3,223.142,100.619,87.028,410.790
4,221.756,97.507,78.231,397.494
5,221.969,100.332,80.135,402.437
6,212.737,96.629,77.523,386.890
7,217.768,103.875,76.627,398.271
8,225.805,105.667,78.826,410.298
9,218.602,98.488,87.861,404.952
10,219.941,100.918,76.733,397.593
11,223.125,103.976,75.592,402.693
12,214.430,111.452,81.375,407.259
13,219.134,130.052,89.924,439.111
14,225.152,123.763,78.154,427.070
15,220.867,107.443,82.270,410.582
16,253.541,105.608,81.151,440.301
17,216.797,100.251,79.362,396.410
18,228.345,104.207,88.319,420.872
19,228.880,104.100,86.539,419.521
20,231.496,105.932,77.552,414.981
21,233.940,105.658,76.166,415.765
22,212.145,107.463,76.126,395.735
23,227.564,102.421,79.865,409.851
24,223.303,102.535,79.995,405.835
25,221.938,99.908,85.416,407.263
26,226.667,100.172,78.913,405.753
27,222.098,102.122,77.450,401.671
28,243.007,102.192,77.503,422.703
29,243.016,104.000,85.731,432.748
30,214.669,105.390,77.686,397.746
31,240.425,106.463,80.096,426.985
32,210.771,107.746,76.414,394.932
33,228.162,104.014,87.852,420.028
34,221.548,102.410,84.257,408.216
35,225.990,105.241,78.592,409.823
36,219.574,118.390,79.453,417.419
37,220.366,99.811,81.123,401.302
38,233.807,100.970,82.828,417.606
39,220.572,123.467,78.020,422.061
40,219.988,112.133,85.726,417.849
41,229.694,120.477,76.358,426.531
42,221.791,115.395,82.168,419.355
43,226.931,104.944,80.579,412.454
44,230.767,123.792,76.904,431.464
45,209.644,104.647,81.742,396.033
46,221.019,103.832,80.666,405.518
47,209.469,105.248,80.053,394.772
48,222.029,107.922,72.709,402.662
49,223.242,109.967,75.546,408.756
50,224.829,103.232,71.871,399.934
51,220.761,106.120,76.810,403.692
52,231.529,104.796,78.632,414.957
53,221.772,102.825,73.351,397.949
54,219.550,106.307,76.183,402.041
55,219.879,111.120,81.424,412.424
56,233.257,103.411,75.068,411.737
57,225.644,107.733,73.794,407.173
58,218.000,99.871,79.304,397.176
59,211.166,105.010,76.936,393.114
60,230.054,95.812,72.835,398.702
61,223.234,120.911,82.054,426.200
62,230.600,97.210,84.788,412.598
63,223.730,106.362,79.905,409.998
64,216.843,107.394,82.043,406.281
65,221.524,96.724,80.666,398.914
66,221.296,103.008,82.470,406.774
67,229.584,110.740,81.594,421.919
68,222.538,101.534,78.238,402.311
69,234.804,103.427,77.677,415.909
70,222.958,126.157,78.365,427.481
71,213.005,102.488,77.060,392.555
72,212.220,102.184,88.733,403.137
73,212.825,101.539,75.339,389.704
74,226.420,99.818,86.386,412.625
75,216.876,109.719,77.250,403.846
76,220.821,100.734,82.674,404.230
77,219.865,106.020,89.835,415.721
78,225.346,101.673,82.902,409.922
79,213.957,101.638,83.191,398.787
80,219.688,101.623,79.566,400.878
81,222.758,128.353,78.956,430.068
82,231.443,104.455,83.015,418.914
83,213.236,96.930,70.431,380.598
84,230.902,102.546,74.579,408.028
85,224.917,103.501,79.919,408.338
86,225.661,100.122,75.986,401.770
87,220.463,127.739,77.255,425.458
88,225.118,103.434,81.449,410.002
89,230.996,107.222,81.888,420.107
90,221.390,108.707,81.735,411.833
91,221.495,102.924,87.707,412.127
92,234.797,103.508,82.473,420.779
93,240.392,105.193,75.362,420.949
94,234.096,127.906,77.901,439.904
95,229.264,109.182,78.916,417.363
96,233.248,104.242,77.757,415.248
97,230.633,102.408,88.246,421.288
98,224.744,104.321,76.785,405.851
99,218.844,112.704,74.964,406.513
100,223.148,109.941,79.960,413.050
101,225.550,126.707,82.931,435.189
102,228.996,106.589,74.405,409.991
103,228.658,101.245,89.299,419.203
104,227.034,104.956,81.074,413.065
105,223.974,101.486,80.956,406.418
106,226.665,107.854,77.347,411.867
107,253.752,102.125,75.786,431.664
108,226.464,104.155,73.774,404.394
109,221.825,101.762,79.350,402.938
110,242.946,100.732,78.775,422.455
111,225.120,103.983,74.899,404.004
112,253.206,105.798,81.776,440.781
113,224.836,129.133,77.277,431.246
114,216.422,103.721,73.669,393.814
115,214.918,100.223,88.569,403.711
116,238.451,107.434,77.730,423.615
117,228.471,100.979,90.586,420.037
118,245.464,120.796,89.251,455.511
119,221.440,104.892,80.558,406.891
120,221.601,103.179,77.420,402.201
121,225.051,99.927,71.066,396.046
122,221.957,130.189,75.225,427.372
123,219.929,105.798,79.419,405.147
124,260.729,102.251,80.912,443.893
125,228.377,102.852,88.172,419.402
126,253.247,109.081,76.329,438.658
127,219.923,98.816,76.403,395.143
128,220.077,128.112,80.783,428.973
129,215.144,96.106,92.640,403.890
130,226.782,98.222,74.851,399.855
131,231.502,99.966,81.927,413.395
132,227.106,123.999,80.604,431.710
133,227.061,96.111,79.858,403.031
134,219.658,96.057,80.167,395.883
135,213.777,99.821,78.611,392.210
136,230.253,97.663,72.352,400.269
137,214.307,97.577,80.393,392.278
138,228.585,102.686,80.702,411.975
139,220.704,99.109,78.679,398.494
140,228.218,94.725,75.944,398.888
141,221.382,96.791,79.828,398.003
142,216.546,98.665,78.611,393.824
143,218.303,117.073,73.842,409.219
144,216.514,124.805,85.214,426.534
145,226.164,104.530,77.768,408.463
146,217.274,102.826,80.780,400.881
147,216.363,98.121,94.766,409.251
148,237.207,101.618,75.662,414.488
149,217.579,100.729,78.770,397.079
150,217.864,102.274,76.466,396.605
151,212.791,100.308,76.408,389.508
152,222.886,96.694,86.428,406.009
153,240.818,100.784,79.704,421.307
154,215.222,100.193,76.234,391.650
155,205.902,123.141,71.187,400.231
156,222.576,98.262,73.617,394.456
157,217.963,101.054,75.816,394.835
158,218.988,116.387,76.842,412.219
159,214.279,101.120,74.324,389.724
160,234.795,104.977,77.704,417.477
161,211.477,100.016,87.087,398.581
162,220.750,102.197,80.016,402.963
163,224.249,95.149,78.466,397.866
164,217.041,100.049,80.627,397.718
165,221.785,100.437,86.644,408.866
166,224.418,103.887,75.358,403.665
167,234.546,104.695,84.448,423.690
168,223.437,124.815,76.166,424.419
169,224.710,103.486,79.254,407.451
170,224.812,108.784,74.310,407.907
171,212.820,102.819,72.730,388.370
172,235.005,100.935,83.852,419.793
173,222.702,116.571,80.082,419.357
174,214.976,100.330,85.989,401.296
175,219.038,105.488,80.776,405.303
176,216.951,95.247,77.458,389.657
177,233.890,98.640,77.462,409.993
178,222.331,97.147,81.402,400.881
179,212.479,97.089,72.656,382.225
180,226.309,95.755,72.356,394.421
181,212.575,95.955,80.151,388.683
182,233.071,97.623,85.057,415.752
183,224.025,100.663,79.113,403.801
184,219.829,101.015,79.727,400.573
185,216.372,98.596,79.681,394.650
186,217.155,128.380,78.238,423.774
187,235.021,99.889,81.552,416.463
188,216.181,99.233,77.169,392.585
189,226.211,102.025,76.512,404.749
190,224.638,100.118,85.185,409.942
191,213.747,126.299,78.608,418.656
192,228.433,100.663,79.588,408.686
193,227.278,98.839,90.976,417.094
194,221.270,98.180,81.591,401.042
195,220.102,117.164,86.825,424.092
